team,year,conference,elo,fpi,conference_rating
Baylor,2017,Big 12,1400.0,-4.257,8.67
Boise State,2017,Mountain West,1722.0,5.725,-7.083333333333333
Boston College,2017,ACC,1665.0,7.151,11.3
Bowling Green,2017,Mid-American,1149.0,-16.321,-7.391666666666667
Buffalo,2017,Mid-American,1308.0,-7.794,-7.391666666666667
BYU,2017,FBS Independents,1342.0,-7.979,-0.4
California,2017,Pac-12,1584.0,2.044,6.958333333333333
Central Michigan,2017,Mid-American,1386.0,-7.89,-7.391666666666667
Charlotte,2017,Conference USA,954.0,-25.07,-9.953846153846154
Cincinnati,2017,American Athletic,1184.0,-12.328,-1.6083333333333334
Clemson,2017,ACC,2111.0,24.206,11.3
Coastal Carolina,2017,Sun Belt,1223.0,-18.062,-9.9
Colorado,2017,Pac-12,1492.0,-0.487,6.958333333333333
Colorado State,2017,Mountain West,1543.0,-2.35,-7.083333333333333
Connecticut,2017,American Athletic,1111.0,-16.223,-1.6083333333333334
Duke,2017,ACC,1641.0,6.56,11.3
East Carolina,2017,American Athletic,1123.0,-16.258,-1.6083333333333334
Eastern Michigan,2017,Mid-American,1398.0,-6.518,-7.391666666666667
Florida,2017,SEC,1546.0,3.585,12.757142857142856
Florida Atlantic,2017,Conference USA,1713.0,2.222,-9.953846153846154
Florida International,2017,Conference USA,1315.0,-13.996,-9.953846153846154
Florida State,2017,ACC,1722.0,13.296,11.3
Fresno State,2017,Mountain West,1529.0,1.134,-7.083333333333333
Georgia,2017,SEC,2054.0,25.072,12.757142857142856
Georgia Southern,2017,Sun Belt,1296.0,-16.522,-9.9
Georgia State,2017,Sun Belt,1234.0,-15.513,-9.9
Georgia Tech,2017,ACC,1586.0,7.633,11.3
Hawai'i,2017,Mountain West,1075.0,-17.186,-7.083333333333333
Houston,2017,American Athletic,1610.0,1.871,-1.6083333333333334
Illinois,2017,Big Ten,1208.0,-12.312,9.971428571428572
Indiana,2017,Big Ten,1588.0,3.678,9.971428571428572
Iowa,2017,Big Ten,1818.0,11.606,9.971428571428572
Iowa State,2017,Big 12,1717.0,10.034,8.67
Kansas,2017,Big 12,987.0,-16.583,8.67
Kansas State,2017,Big 12,1694.0,8.931,8.67
Kent State,2017,Mid-American,944.0,-23.07,-7.391666666666667
Kentucky,2017,SEC,1430.0,1.361,12.757142857142856
Louisiana,2017,Sun Belt,1097.0,-17.704,-9.9
Louisiana Monroe,2017,Sun Belt,1184.0,-11.877,-9.9
Louisiana Tech,2017,Conference USA,1556.0,-6.524,-9.953846153846154
Louisville,2017,ACC,1802.0,13.008,11.3
LSU,2017,SEC,1854.0,13.933,12.757142857142856
Marshall,2017,Conference USA,1464.0,-4.478,-9.953846153846154
Maryland,2017,Big Ten,1203.0,-5.082,9.971428571428572
Memphis,2017,American Athletic,1834.0,8.929,-1.6083333333333334
Miami,2017,ACC,1794.0,13.504,11.3
Miami (OH),2017,Mid-American,1327.0,-8.249,-7.391666666666667
Michigan,2017,Big Ten,1802.0,11.232,9.971428571428572
Michigan State,2017,Big Ten,1684.0,8.012,9.971428571428572
Middle Tennessee,2017,Conference USA,1382.0,-8.987,-9.953846153846154
Minnesota,2017,Big Ten,1499.0,-0.204,9.971428571428572
Mississippi State,2017,SEC,1788.0,13.302,12.757142857142856
Missouri,2017,SEC,1668.0,5.944,12.757142857142856
Navy,2017,American Athletic,1700.0,2.061,-1.6083333333333334
NC State,2017,ACC,1698.0,13.074,11.3
Nebraska,2017,Big Ten,1341.0,-2.147,9.971428571428572
Nevada,2017,Mountain West,1336.0,-11.287,-7.083333333333333
New Mexico,2017,Mountain West,1158.0,-15.115,-7.083333333333333
North Carolina,2017,ACC,1442.0,0.887,11.3
Northern Illinois,2017,Mid-American,1522.0,-3.265,-7.391666666666667
North Texas,2017,Conference USA,1253.0,-8.344,-9.953846153846154
Northwestern,2017,Big Ten,1786.0,9.865,9.971428571428572
Notre Dame,2017,FBS Independents,1835.0,18.9,-0.4
Ohio,2017,Mid-American,1659.0,1.073,-7.391666666666667
Ohio State,2017,Big Ten,2123.0,26.851,9.971428571428572
Oklahoma,2017,Big 12,2063.0,22.324,8.67
Oklahoma State,2017,Big 12,1917.0,16.993,8.67
Old Dominion,2017,Conference USA,1127.0,-18.248,-9.953846153846154
Ole Miss,2017,SEC,1550.0,2.11,12.757142857142856
Oregon,2017,Pac-12,1671.0,9.391,6.958333333333333
Oregon State,2017,Pac-12,1093.0,-12.715,6.958333333333333
Penn State,2017,Big Ten,2134.0,24.988,9.971428571428572
Pittsburgh,2017,ACC,1585.0,1.842,11.3
Purdue,2017,Big Ten,1582.0,3.927,9.971428571428572
Rice,2017,Conference USA,996.0,-22.93,-9.953846153846154
Rutgers,2017,Big Ten,1097.0,-8.064,9.971428571428572
San Diego State,2017,Mountain West,1626.0,2.586,-7.083333333333333
San José State,2017,Mountain West,788.0,-24.296,-7.083333333333333
SMU,2017,American Athletic,1332.0,-2.52,-1.6083333333333334
South Alabama,2017,Sun Belt,1100.0,-15.826,-9.9
South Carolina,2017,SEC,1608.0,7.426,12.757142857142856
Southern Mississippi,2017,Conference USA,1380.0,-7.422,-9.953846153846154
South Florida,2017,American Athletic,1728.0,4.953,-1.6083333333333334
Stanford,2017,Pac-12,1886.0,15.756,6.958333333333333
Syracuse,2017,ACC,1262.0,0.699,11.3
TCU,2017,Big 12,1817.0,16.849,8.67
Temple,2017,American Athletic,1552.0,-3.908,-1.6083333333333334
Tennessee,2017,SEC,1366.0,-2.598,12.757142857142856
Texas,2017,Big 12,1735.0,10.639,8.67
Texas A&M,2017,SEC,1663.0,5.874,12.757142857142856
Texas State,2017,Sun Belt,946.0,-25.571,-9.9
Texas Tech,2017,Big 12,1527.0,5.6,8.67
Toledo,2017,Mid-American,1596.0,1.162,-7.391666666666667
Troy,2017,Sun Belt,1641.0,-0.499,-9.9
Tulane,2017,American Athletic,1335.0,-4.551,-1.6083333333333334
Tulsa,2017,American Athletic,1409.0,-7.057,-1.6083333333333334
UAB,2017,Conference USA,1323.0,-12.619,-9.953846153846154
UCF,2017,American Athletic,1842.0,13.79,-1.6083333333333334
UCLA,2017,Pac-12,1456.0,4.82,6.958333333333333
UMass,2017,FBS Independents,1317.0,-9.269,-0.4
UNLV,2017,Mountain West,1275.0,-11.629,-7.083333333333333
USC,2017,Pac-12,1820.0,13.602,6.958333333333333
Utah,2017,Pac-12,1686.0,6.251,6.958333333333333
Utah State,2017,Mountain West,1463.0,-5.688,-7.083333333333333
UTEP,2017,Conference USA,878.0,-27.151,-9.953846153846154
UT San Antonio,2017,Conference USA,1394.0,-8.083,-9.953846153846154
Vanderbilt,2017,SEC,1371.0,-3.325,12.757142857142856
Virginia,2017,ACC,1312.0,-3.324,11.3
Virginia Tech,2017,ACC,1846.0,13.445,11.3
Wake Forest,2017,ACC,1637.0,8.914,11.3
Washington,2017,Pac-12,2009.0,21.666,6.958333333333333
Washington State,2017,Pac-12,1578.0,7.071,6.958333333333333
Western Kentucky,2017,Conference USA,1404.0,-13.591,-9.953846153846154
Western Michigan,2017,Mid-American,1580.0,-4.084,-7.391666666666667
West Virginia,2017,Big 12,1602.0,4.747,8.67
Wisconsin,2017,Big Ten,2028.0,21.716,9.971428571428572
Wyoming,2017,Mountain West,1555.0,-3.381,-7.083333333333333
Air Force,2018,Mountain West,1498.0,-3.182,-0.75
Akron,2018,Mid-American,1142.0,-13.693,-9.316666666666666
Alabama,2018,SEC,2257.0,30.062,18.642857142857142
Appalachian State,2018,Sun Belt,1792.0,6.233,-7.62
Arizona,2018,Pac-12,1451.0,1.868,6.116666666666667
Arizona State,2018,Pac-12,1645.0,6.744,6.116666666666667
Arkansas,2018,SEC,1285.0,-5.181,18.642857142857142
Arkansas State,2018,Sun Belt,1538.0,-4.429,-7.62
Army,2018,FBS Independents,1867.0,3.127,-5.1
Auburn,2018,SEC,1958.0,15.971,18.642857142857142
Ball State,2018,Mid-American,1042.0,-15.31,-9.316666666666666
Baylor,2018,Big 12,1434.0,2.46,7.82
Boise State,2018,Mountain West,1804.0,10.429,-0.75
Boston College,2018,ACC,1636.0,7.865,5.292857142857143
Bowling Green,2018,Mid-American,1055.0,-18.891,-9.316666666666666
Buffalo,2018,Mid-American,1466.0,-2.133,-9.316666666666666
BYU,2018,FBS Independents,1580.0,2.654,-5.1
California,2018,Pac-12,1532.0,4.19,6.116666666666667
Central Michigan,2018,Mid-American,1105.0,-16.12,-9.316666666666666
Charlotte,2018,Conference USA,1191.0,-14.023,-10.35
Cincinnati,2018,American Athletic,1687.0,6.34,-3.0416666666666665
Clemson,2018,ACC,2388.0,32.655,5.292857142857143
Coastal Carolina,2018,Sun Belt,1134.0,-15.477,-7.62
Colorado,2018,Pac-12,1424.0,0.172,6.116666666666667
Colorado State,2018,Mountain West,1211.0,-14.323,-0.75
Connecticut,2018,American Athletic,837.0,-25.31,-3.0416666666666665
Duke,2018,ACC,1539.0,6.415,5.292857142857143
East Carolina,2018,American Athletic,1075.0,-17.723,-3.0416666666666665
Eastern Michigan,2018,Mid-American,1449.0,-4.606,-9.316666666666666
Florida,2018,SEC,1775.0,17.11,18.642857142857142
Florida Atlantic,2018,Conference USA,1530.0,-5.371,-10.35
Florida International,2018,Conference USA,1457.0,-4.335,-10.35
Florida State,2018,ACC,1413.0,0.888,5.292857142857143
Fresno State,2018,Mountain West,1793.0,12.414,-0.75
Georgia,2018,SEC,2006.0,24.87,18.642857142857142
Georgia Southern,2018,Sun Belt,1478.0,-2.386,-7.62
Georgia State,2018,Sun Belt,1147.0,-18.084,-7.62
Georgia Tech,2018,ACC,1606.0,6.908,5.292857142857143
Hawai'i,2018,Mountain West,1171.0,-13.383,-0.75
Houston,2018,American Athletic,1440.0,-0.582,-3.0416666666666665
Illinois,2018,Big Ten,1144.0,-8.498,7.85
Indiana,2018,Big Ten,1513.0,1.876,7.85
Iowa,2018,Big Ten,1938.0,15.082,7.85
Iowa State,2018,Big 12,1704.0,7.471,7.82
Kansas,2018,Big 12,1325.0,-3.242,7.82
Kansas State,2018,Big 12,1593.0,2.016,7.82
Kent State,2018,Mid-American,997.0,-19.394,-9.316666666666666
Kentucky,2018,SEC,1672.0,11.372,18.642857142857142
Liberty,2018,FBS Independents,1216.0,-14.816,-5.1
Louisiana,2018,Sun Belt,1291.0,-11.233,-7.62
Louisiana Monroe,2018,Sun Belt,1270.0,-12.508,-7.62
Louisiana Tech,2018,Conference USA,1384.0,-6.565,-10.35
Louisville,2018,ACC,1084.0,-11.858,5.292857142857143
LSU,2018,SEC,1850.0,14.863,18.642857142857142
Marshall,2018,Conference USA,1517.0,-1.462,-10.35
Maryland,2018,Big Ten,1452.0,4.551,7.85
Memphis,2018,American Athletic,1683.0,4.522,-3.0416666666666665
Miami,2018,ACC,1667.0,11.194,5.292857142857143
Miami (OH),2018,Mid-American,1437.0,-3.868,-9.316666666666666
Michigan,2018,Big Ten,1866.0,20.06,7.85
Michigan State,2018,Big Ten,1673.0,9.752,7.85
Middle Tennessee,2018,Conference USA,1442.0,-3.661,-10.35
Minnesota,2018,Big Ten,1642.0,5.185,7.85
Mississippi State,2018,SEC,1937.0,18.442,18.642857142857142
Missouri,2018,SEC,1851.0,15.269,18.642857142857142
Navy,2018,American Athletic,1359.0,-9.615,-3.0416666666666665
NC State,2018,ACC,1668.0,9.728,5.292857142857143
Nebraska,2018,Big Ten,1462.0,3.085,7.85
Nevada,2018,Mountain West,1443.0,-4.174,-0.75
New Mexico,2018,Mountain West,1173.0,-14.73,-0.75
New Mexico State,2018,FBS Independents,1003.0,-20.695,-5.1
North Carolina,2018,ACC,1364.0,-2.597,5.292857142857143
Northern Illinois,2018,Mid-American,1413.0,-4.112,-9.316666666666666
North Texas,2018,Conference USA,1477.0,-1.789,-10.35
Northwestern,2018,Big Ten,1668.0,7.699,7.85
Notre Dame,2018,FBS Independents,1912.0,19.293,-5.1
Ohio,2018,Mid-American,1829.0,3.601,-9.316666666666666
Ohio State,2018,Big Ten,2020.0,21.588,7.85
Oklahoma,2018,Big 12,2023.0,21.292,7.82
Oklahoma State,2018,Big 12,1705.0,10.344,7.82
Old Dominion,2018,Conference USA,1089.0,-15.795,-10.35
Ole Miss,2018,SEC,1465.0,2.955,18.642857142857142
Oregon,2018,Pac-12,1640.0,9.887,6.116666666666667
Oregon State,2018,Pac-12,1061.0,-12.436,6.116666666666667
Penn State,2018,Big Ten,1916.0,18.47,7.85
Pittsburgh,2018,ACC,1595.0,4.848,5.292857142857143
Purdue,2018,Big Ten,1511.0,6.891,7.85
Rice,2018,Conference USA,1027.0,-23.58,-10.35
Rutgers,2018,Big Ten,1147.0,-10.408,7.85
San Diego State,2018,Mountain West,1468.0,-4.795,-0.75
San José State,2018,Mountain West,1055.0,-16.453,-0.75
SMU,2018,American Athletic,1353.0,-8.153,-3.0416666666666665
South Alabama,2018,Sun Belt,1002.0,-21.608,-7.62
South Carolina,2018,SEC,1548.0,8.264,18.642857142857142
Southern Mississippi,2018,Conference USA,1445.0,-7.919,-10.35
South Florida,2018,American Athletic,1385.0,-7.877,-3.0416666666666665
Stanford,2018,Pac-12,1707.0,12.961,6.116666666666667
Syracuse,2018,ACC,1693.0,10.771,5.292857142857143
TCU,2018,Big 12,1586.0,6.021,7.82
Temple,2018,American Athletic,1587.0,1.111,-3.0416666666666665
Tennessee,2018,SEC,1349.0,1.215,18.642857142857142
Texas,2018,Big 12,1771.0,13.5,7.82
Texas A&M,2018,SEC,1858.0,15.854,18.642857142857142
Texas State,2018,Sun Belt,1076.0,-21.008,-7.62
Texas Tech,2018,Big 12,1594.0,9.054,7.82
Toledo,2018,Mid-American,1550.0,-1.062,-9.316666666666666
Troy,2018,Sun Belt,1560.0,-3.236,-7.62
Tulane,2018,American Athletic,1426.0,-4.23,-3.0416666666666665
Tulsa,2018,American Athletic,1319.0,-10.512,-3.0416666666666665
UAB,2018,Conference USA,1556.0,-0.21,-10.35
UCF,2018,American Athletic,1909.0,11.51,-3.0416666666666665
UCLA,2018,Pac-12,1397.0,0.817,6.116666666666667
UMass,2018,FBS Independents,1141.0,-13.287,-5.1
UNLV,2018,Mountain West,1164.0,-14.266,-0.75
USC,2018,Pac-12,1606.0,6.225,6.116666666666667
Utah,2018,Pac-12,1736.0,13.322,6.116666666666667
Utah State,2018,Mountain West,1847.0,11.77,-0.75
UTEP,2018,Conference USA,972.0,-25.402,-10.35
UT San Antonio,2018,Conference USA,1053.0,-20.988,-10.35
Vanderbilt,2018,SEC,1551.0,4.171,18.642857142857142
Virginia,2018,ACC,1653.0,6.426,5.292857142857143
Virginia Tech,2018,ACC,1530.0,3.378,5.292857142857143
Wake Forest,2018,ACC,1618.0,2.706,5.292857142857143
Washington,2018,Pac-12,1859.0,17.292,6.116666666666667
Washington State,2018,Pac-12,1783.0,13.635,6.116666666666667
Western Kentucky,2018,Conference USA,1297.0,-15.443,-10.35
Western Michigan,2018,Mid-American,1228.0,-7.95,-9.316666666666666
West Virginia,2018,Big 12,1788.0,15.1,7.82
Wisconsin,2018,Big Ten,1764.0,11.755,7.85
Wyoming,2018,Mountain West,1489.0,-4.535,-0.75
Air Force,2019,Mountain West,1717.0,7.268,-3.908333333333333
Akron,2019,Mid-American,756.0,-28.564,-10.416666666666666
Alabama,2019,SEC,2193.0,29.395,12.157142857142857
Appalachian State,2019,Sun Belt,1794.0,8.059,-6.14
Arizona,2019,Pac-12,1331.0,-2.351,5.275
Arizona State,2019,Pac-12,1574.0,5.952,5.275
Arkansas,2019,SEC,1211.0,-6.993,12.157142857142857
Arkansas State,2019,Sun Belt,1396.0,-6.138,-6.14
Army,2019,FBS Independents,1492.0,-4.578,-7.05
Auburn,2019,SEC,1923.0,21.281,12.157142857142857
Ball State,2019,Mid-American,1399.0,-5.332,-10.416666666666666
Baylor,2019,Big 12,1825.0,14.107,7.26
Boise State,2019,Mountain West,1707.0,8.185,-3.908333333333333
Boston College,2019,ACC,1447.0,-1.517,2.9714285714285715
Bowling Green,2019,Mid-American,827.0,-26.015,-10.416666666666666
Buffalo,2019,Mid-American,1593.0,-3.445,-10.416666666666666
BYU,2019,FBS Independents,1520.0,1.791,-7.05
California,2019,Pac-12,1499.0,3.474,5.275
Central Michigan,2019,Mid-American,1372.0,-7.571,-10.416666666666666
Charlotte,2019,Conference USA,1315.0,-11.683,-9.228571428571428
Cincinnati,2019,American Athletic,1759.0,8.053,1.35
Clemson,2019,ACC,2343.0,31.516,2.9714285714285715
Coastal Carolina,2019,Sun Belt,1224.0,-12.03,-6.14
Colorado,2019,Pac-12,1361.0,-1.552,5.275
Colorado State,2019,Mountain West,1364.0,-9.58,-3.908333333333333
Connecticut,2019,American Athletic,877.0,-25.529,1.35
Duke,2019,ACC,1366.0,-0.318,2.9714285714285715
East Carolina,2019,American Athletic,1106.0,-13.314,1.35
Eastern Michigan,2019,Mid-American,1348.0,-8.575,-10.416666666666666
Florida,2019,SEC,1917.0,21.302,12.157142857142857
Florida Atlantic,2019,Conference USA,1777.0,4.355,-9.228571428571428
Florida International,2019,Conference USA,1324.0,-9.085,-9.228571428571428
Florida State,2019,ACC,1494.0,4.048,2.9714285714285715
Fresno State,2019,Mountain West,1474.0,-3.514,-3.908333333333333
Georgia,2019,SEC,1998.0,23.99,12.157142857142857
Georgia Southern,2019,Sun Belt,1447.0,-4.874,-6.14
Georgia State,2019,Sun Belt,1207.0,-11.392,-6.14
Georgia Tech,2019,ACC,1262.0,-10.839,2.9714285714285715
Hawai'i,2019,Mountain West,1447.0,-2.851,-3.908333333333333
Houston,2019,American Athletic,1452.0,-3.03,1.35
Illinois,2019,Big Ten,1412.0,-0.557,9.492857142857144
Indiana,2019,Big Ten,1609.0,7.523,9.492857142857144
Iowa,2019,Big Ten,1924.0,14.941,9.492857142857144
Iowa State,2019,Big 12,1744.0,11.025,7.26
Kansas,2019,Big 12,1222.0,-9.712,7.26
Kansas State,2019,Big 12,1698.0,7.752,7.26
Kent State,2019,Mid-American,1299.0,-8.172,-10.416666666666666
Kentucky,2019,SEC,1724.0,8.823,12.157142857142857
Liberty,2019,FBS Independents,1335.0,-8.388,-7.05
Louisiana,2019,Sun Belt,1727.0,5.922,-6.14
Louisiana Monroe,2019,Sun Belt,1208.0,-10.889,-6.14
Louisiana Tech,2019,Conference USA,1554.0,-3.402,-9.228571428571428
Louisville,2019,ACC,1405.0,2.526,2.9714285714285715
LSU,2019,SEC,2342.0,30.33,12.157142857142857
Marshall,2019,Conference USA,1446.0,-4.52,-9.228571428571428
Maryland,2019,Big Ten,1185.0,-5.574,9.492857142857144
Memphis,2019,American Athletic,1797.0,10.292,1.35
Miami,2019,ACC,1542.0,5.411,2.9714285714285715
Miami (OH),2019,Mid-American,1367.0,-8.71,-10.416666666666666
Michigan,2019,Big Ten,1951.0,19.975,9.492857142857144
Michigan State,2019,Big Ten,1577.0,7.66,9.492857142857144
Middle Tennessee,2019,Conference USA,1393.0,-8.72,-9.228571428571428
Minnesota,2019,Big Ten,1805.0,13.783,9.492857142857144
Mississippi State,2019,SEC,1575.0,7.147,12.157142857142857
Missouri,2019,SEC,1638.0,7.82,12.157142857142857
Navy,2019,American Athletic,1688.0,6.979,1.35
NC State,2019,ACC,1270.0,-7.062,2.9714285714285715
Nebraska,2019,Big Ten,1602.0,4.5,9.492857142857144
Nevada,2019,Mountain West,1196.0,-13.949,-3.908333333333333
New Mexico,2019,Mountain West,1095.0,-17.342,-3.908333333333333
New Mexico State,2019,FBS Independents,961.0,-22.729,-7.05
North Carolina,2019,ACC,1672.0,8.354,2.9714285714285715
Northern Illinois,2019,Mid-American,1224.0,-9.89,-10.416666666666666
North Texas,2019,Conference USA,1326.0,-10.354,-9.228571428571428
Northwestern,2019,Big Ten,1492.0,-2.572,9.492857142857144
Notre Dame,2019,FBS Independents,2000.0,20.887,-7.05
Ohio,2019,Mid-American,1613.0,-3.089,-10.416666666666666
Ohio State,2019,Big Ten,2369.0,33.663,9.492857142857144
Oklahoma,2019,Big 12,1906.0,19.901,7.26
Oklahoma State,2019,Big 12,1644.0,8.78,7.26
Old Dominion,2019,Conference USA,1056.0,-22.106,-9.228571428571428
Ole Miss,2019,SEC,1587.0,5.264,12.157142857142857
Oregon,2019,Pac-12,2010.0,21.686,5.275
Oregon State,2019,Pac-12,1361.0,0.78,5.275
Penn State,2019,Big Ten,1990.0,21.536,9.492857142857144
Pittsburgh,2019,ACC,1505.0,0.318,2.9714285714285715
Purdue,2019,Big Ten,1488.0,0.0,9.492857142857144
Rice,2019,Conference USA,1210.0,-15.59,-9.228571428571428
Rutgers,2019,Big Ten,1094.0,-15.203,9.492857142857144
San Diego State,2019,Mountain West,1619.0,0.257,-3.908333333333333
San José State,2019,Mountain West,1278.0,-9.163,-3.908333333333333
SMU,2019,American Athletic,1586.0,4.48,1.35
South Alabama,2019,Sun Belt,1090.0,-19.191,-6.14
South Carolina,2019,SEC,1497.0,6.859,12.157142857142857
Southern Mississippi,2019,Conference USA,1427.0,-4.756,-9.228571428571428
South Florida,2019,American Athletic,1253.0,-7.975,1.35
Stanford,2019,Pac-12,1454.0,0.867,5.275
Syracuse,2019,ACC,1472.0,-1.58,2.9714285714285715
TCU,2019,Big 12,1625.0,7.331,7.26
Temple,2019,American Athletic,1367.0,-4.74,1.35
Tennessee,2019,SEC,1567.0,7.802,12.157142857142857
Texas,2019,Big 12,1866.0,13.038,7.26
Texas A&M,2019,SEC,1721.0,13.588,12.157142857142857
Texas State,2019,Sun Belt,1039.0,-17.33,-6.14
Texas Tech,2019,Big 12,1537.0,2.024,7.26
Toledo,2019,Mid-American,1160.0,-10.186,-10.416666666666666
Troy,2019,Sun Belt,1332.0,-9.048,-6.14
Tulane,2019,American Athletic,1546.0,2.405,1.35
Tulsa,2019,American Athletic,1370.0,-3.58,1.35
UAB,2019,Conference USA,1348.0,-9.404,-9.228571428571428
UCF,2019,American Athletic,1886.0,12.597,1.35
UCLA,2019,Pac-12,1372.0,0.886,5.275
UMass,2019,FBS Independents,683.0,-35.77,-7.05
UNLV,2019,Mountain West,1177.0,-13.996,-3.908333333333333
USC,2019,Pac-12,1640.0,10.708,5.275
Utah,2019,Pac-12,1831.0,17.637,5.275
Utah State,2019,Mountain West,1392.0,-3.433,-3.908333333333333
UTEP,2019,Conference USA,968.0,-27.12,-9.228571428571428
UT San Antonio,2019,Conference USA,1083.0,-19.49,-9.228571428571428
Vanderbilt,2019,SEC,1183.0,-7.649,12.157142857142857
Virginia,2019,ACC,1663.0,6.599,2.9714285714285715
Virginia Tech,2019,ACC,1684.0,4.491,2.9714285714285715
Wake Forest,2019,ACC,1515.0,2.874,2.9714285714285715
Washington,2019,Pac-12,1890.0,14.463,5.275
Washington State,2019,Pac-12,1657.0,7.891,5.275
Western Kentucky,2019,Conference USA,1523.0,-2.643,-9.228571428571428
Western Michigan,2019,Mid-American,1478.0,-1.049,-10.416666666666666
West Virginia,2019,Big 12,1510.0,-1.482,7.26
Wisconsin,2019,Big Ten,2021.0,21.311,9.492857142857144
Wyoming,2019,Mountain West,1567.0,-0.627,-3.908333333333333
Air Force,2020,Mountain West,1675.0,-1.03,-5.383333333333333
Akron,2020,Mid-American,905.0,-25.449,-9.516666666666667
Alabama,2020,SEC,2398.0,35.907,6.421428571428572
Appalachian State,2020,Sun Belt,1739.0,6.017,-2.78
Arizona,2020,Pac-12,1167.0,-7.146,5.666666666666667
Arizona State,2020,Pac-12,1715.0,11.954,5.666666666666667
Arkansas,2020,SEC,1376.0,2.836,6.421428571428572
Arkansas State,2020,Sun Belt,1305.0,-8.051,-2.78
Army,2020,FBS Independents,1574.0,-1.526,-2.2333333333333334
Auburn,2020,SEC,1747.0,13.276,6.421428571428572
Ball State,2020,Mid-American,1588.0,0.894,-9.516666666666667
Baylor,2020,Big 12,1537.0,4.653,4.79
Boise State,2020,Mountain West,1653.0,4.772,-5.383333333333333
Boston College,2020,ACC,1505.0,2.879,4.7
Bowling Green,2020,Mid-American,812.0,-31.058,-9.516666666666667
Buffalo,2020,Mid-American,1717.0,5.744,-9.516666666666667
BYU,2020,FBS Independents,2005.0,16.208,-2.2333333333333334
California,2020,Pac-12,1442.0,3.505,5.666666666666667
Central Michigan,2020,Mid-American,1407.0,-3.502,-9.516666666666667
Charlotte,2020,Conference USA,1299.0,-12.58,-6.635714285714286
Cincinnati,2020,American Athletic,1926.0,14.78,-0.31666666666666665
Clemson,2020,ACC,2163.0,26.935,4.7
Coastal Carolina,2020,Sun Belt,1704.0,7.516,-2.78
Colorado,2020,Pac-12,1419.0,1.768,5.666666666666667
Colorado State,2020,Mountain West,1344.0,-8.012,-5.383333333333333
Duke,2020,ACC,1192.0,-7.343,4.7
East Carolina,2020,American Athletic,1354.0,-5.59,-0.31666666666666665
Eastern Michigan,2020,Mid-American,1382.0,-8.471,-9.516666666666667
Florida,2020,SEC,1800.0,17.399,6.421428571428572
Florida Atlantic,2020,Conference USA,1507.0,-7.118,-6.635714285714286
Florida International,2020,Conference USA,1312.0,-18.915,-6.635714285714286
Florida State,2020,ACC,1283.0,-3.833,4.7
Fresno State,2020,Mountain West,1447.0,-6.546,-5.383333333333333
Georgia,2020,SEC,1950.0,22.215,6.421428571428572
Georgia Southern,2020,Sun Belt,1605.0,-3.792,-2.78
Georgia State,2020,Sun Belt,1365.0,-4.741,-2.78
Georgia Tech,2020,ACC,1305.0,-4.726,4.7
Hawai'i,2020,Mountain West,1449.0,-6.421,-5.383333333333333
Houston,2020,American Athletic,1493.0,1.12,-0.31666666666666665
Illinois,2020,Big Ten,1338.0,-2.251,8.278571428571428
Indiana,2020,Big Ten,1725.0,14.319,8.278571428571428
Iowa,2020,Big Ten,1958.0,17.048,8.278571428571428
Iowa State,2020,Big 12,1936.0,17.925,4.79
Kansas,2020,Big 12,992.0,-15.173,4.79
Kansas State,2020,Big 12,1420.0,2.859,4.79
Kent State,2020,Mid-American,1412.0,-3.797,-9.516666666666667
Kentucky,2020,SEC,1575.0,4.791,6.421428571428572
Liberty,2020,FBS Independents,1594.0,-1.234,-2.2333333333333334
Louisiana,2020,Sun Belt,1717.0,6.427,-2.78
Louisiana Monroe,2020,Sun Belt,902.0,-25.252,-2.78
Louisiana Tech,2020,Conference USA,1256.0,-11.491,-6.635714285714286
Louisville,2020,ACC,1589.0,6.151,4.7
LSU,2020,SEC,1756.0,9.165,6.421428571428572
Marshall,2020,Conference USA,1552.0,2.036,-6.635714285714286
Maryland,2020,Big Ten,1320.0,-1.642,8.278571428571428
Memphis,2020,American Athletic,1582.0,0.566,-0.31666666666666665
Miami,2020,ACC,1660.0,10.171,4.7
Miami (OH),2020,Mid-American,1389.0,-4.418,-9.516666666666667
Michigan,2020,Big Ten,1636.0,4.543,8.278571428571428
Michigan State,2020,Big Ten,1386.0,-2.903,8.278571428571428
Middle Tennessee,2020,Conference USA,1222.0,-17.91,-6.635714285714286
Minnesota,2020,Big Ten,1628.0,5.443,8.278571428571428
Mississippi State,2020,SEC,1519.0,3.146,6.421428571428572
Missouri,2020,SEC,1504.0,3.78,6.421428571428572
Navy,2020,American Athletic,1320.0,-9.06,-0.31666666666666665
NC State,2020,ACC,1440.0,1.457,4.7
Nebraska,2020,Big Ten,1505.0,4.861,8.278571428571428
Nevada,2020,Mountain West,1482.0,-1.074,-5.383333333333333
New Mexico,2020,Mountain West,1214.0,-11.262,-5.383333333333333
North Carolina,2020,ACC,1837.0,10.158,4.7
Northern Illinois,2020,Mid-American,1206.0,-12.032,-9.516666666666667
North Texas,2020,Conference USA,1193.0,-18.106,-6.635714285714286
Northwestern,2020,Big Ten,1709.0,12.793,8.278571428571428
Notre Dame,2020,FBS Independents,1924.0,19.341,-2.2333333333333334
Ohio,2020,Mid-American,1596.0,-3.395,-9.516666666666667
