year,team,sor,sos,team_fixed
2022,Wyoming,82,103,Wyoming
2022,San José State,83,126,San José State
2022,California,84,56,California
2022,Southern Mississippi,85,111,Southern Mississippi
2022,Stanford,86,29,Stanford
2022,North Texas,87,96,North Texas
2022,Appalachian State,88,115,Appalachian State
2022,Tulsa,89,87,Tulsa
2022,Virginia,90,84,Virginia
2022,Nebraska,91,55,Nebraska
2022,Navy,92,75,Navy
2022,Connecticut,93,69,Connecticut
2022,Army,94,117,Army
2022,Utah State,95,59,Utah State
2022,Buffalo,96,127,Buffalo
2022,Georgia Southern,97,118,Georgia Southern
2022,New Mexico State,98,101,New Mexico State
2022,Kent State,99,48,Kent State
2022,Louisiana,100,99,Louisiana
2022,Boston College,101,54,Boston College
2022,Bowling Green,102,100,Bowling Green
2022,Rice,103,85,Rice
2022,Arizona State,104,63,Arizona State
2022,Louisiana Monroe,105,45,Louisiana Monroe
2022,Florida Atlantic,106,121,Florida Atlantic
2022,UNLV,107,105,UNLV
2022,Miami (OH),108,123,Miami (OH)
2022,Virginia Tech,109,95,Virginia Tech
2022,Colorado,110,26,Colorado
2022,UTEP,111,114,UTEP
2022,Western Michigan,112,128,Western Michigan
2022,Georgia State,113,108,Georgia State
2022,Ball State,114,91,Ball State
2022,Texas State,115,110,Texas State
2022,Northwestern,116,30,Northwestern
2022,Temple,117,98,Temple
2022,Old Dominion,118,119,Old Dominion
2022,Central Michigan,119,94,Central Michigan
2022,Florida International,120,129,Florida International
2022,Colorado State,121,71,Colorado State
2022,Arkansas State,122,70,Arkansas State
2022,Louisiana Tech,123,90,Louisiana Tech
2022,Charlotte,124,120,Charlotte
2022,South Florida,125,74,South Florida
2022,Northern Illinois,126,130,Northern Illinois
2022,Nevada,127,113,Nevada
2022,Hawai'i,128,66,Hawai'i
2022,New Mexico,129,97,New Mexico
2022,Akron,130,79,Akron
2022,UMass,131,106,UMass
2023,Michigan,1,7,Michigan
2023,Washington,2,1,Washington
2023,Georgia,3,23,Georgia
2023,Alabama,4,2,Alabama
2023,Florida State,5,36,Florida State
2023,Ole Miss,6,3,Ole Miss
2023,Ohio State,7,5,Ohio State
2023,Missouri,8,9,Missouri
2023,Texas,9,12,Texas
2023,Oregon,10,52,Oregon
2023,LSU,11,17,LSU
2023,Penn State,12,22,Penn State
2023,Notre Dame,13,44,Notre Dame
2023,Oklahoma,14,50,Oklahoma
2023,Liberty,15,98,Liberty
2023,Arizona,16,57,Arizona
2023,Oklahoma State,17,26,Oklahoma State
2023,Tennessee,18,18,Tennessee
2023,Kansas State,19,35,Kansas State
2023,Iowa,20,19,Iowa
2023,Louisville,21,47,Louisville
2023,Clemson,22,48,Clemson
2023,West Virginia,23,28,West Virginia
2023,Kansas,24,43,Kansas
2023,NC State,25,56,NC State
2023,James Madison,26,116,James Madison
2023,USC,27,15,USC
2023,Utah,28,29,Utah
2023,SMU,29,81,SMU
2023,Tulane,30,93,Tulane
2023,Oregon State,31,25,Oregon State
2023,Troy,32,87,Troy
2023,Maryland,33,14,Maryland
2023,Memphis,34,96,Memphis
2023,Duke,35,49,Duke
2023,Northwestern,36,58,Northwestern
2023,Kentucky,37,13,Kentucky
2023,Rutgers,38,4,Rutgers
2023,Texas A&M,39,20,Texas A&M
2023,Texas Tech,40,27,Texas Tech
2023,Miami (OH),41,111,Miami (OH)
2023,Georgia Tech,42,33,Georgia Tech
2023,Iowa State,43,34,Iowa State
2023,North Carolina,44,71,North Carolina
2023,UCLA,45,63,UCLA
2023,Wyoming,46,79,Wyoming
2023,Toledo,47,129,Toledo
2023,Florida,48,8,Florida
2023,Miami,49,61,Miami
2023,Auburn,50,11,Auburn
2023,Ohio,51,132,Ohio
2023,UT San Antonio,52,101,UT San Antonio
2023,California,53,24,California
2023,South Carolina,54,16,South Carolina
2023,Wisconsin,55,60,Wisconsin
2023,Mississippi State,56,41,Mississippi State
2023,BYU,57,40,BYU
2023,Fresno State,58,124,Fresno State
2023,Air Force,59,121,Air Force
2023,UCF,60,42,UCF
2023,Boston College,61,76,Boston College
2023,Virginia Tech,62,72,Virginia Tech
2023,UNLV,63,62,UNLV
2023,TCU,64,37,TCU
2023,Appalachian State,65,99,Appalachian State
2023,Jacksonville State,66,126,Jacksonville State
2023,Minnesota,67,30,Minnesota
2023,Boise State,68,82,Boise State
2023,New Mexico State,69,108,New Mexico State
2023,Coastal Carolina,70,112,Coastal Carolina
2023,Washington State,71,46,Washington State
2023,Western Kentucky,72,80,Western Kentucky
2023,Illinois,73,65,Illinois
2023,Texas State,74,122,Texas State
2023,Michigan State,75,10,Michigan State
2023,San José State,76,91,San José State
2023,Colorado,77,39,Colorado
2023,Syracuse,78,68,Syracuse
2023,Georgia State,79,89,Georgia State
2023,Bowling Green,80,66,Bowling Green
2023,Nebraska,81,69,Nebraska
2023,Houston,82,55,Houston
2023,Arkansas,83,21,Arkansas
2023,South Florida,84,92,South Florida
2023,Purdue,85,32,Purdue
2023,Wake Forest,86,51,Wake Forest
2023,South Alabama,87,104,South Alabama
2023,Stanford,88,31,Stanford
2023,Army,89,88,Army
2023,Marshall,90,100,Marshall
2023,Arizona State,91,45,Arizona State
2023,Virginia,92,59,Virginia
2023,Indiana,93,6,Indiana
2023,Old Dominion,94,106,Old Dominion
2023,Arkansas State,95,84,Arkansas State
2023,Rice,96,83,Rice
2023,Baylor,97,53,Baylor
2023,Pittsburgh,98,54,Pittsburgh
2023,Georgia Southern,99,110,Georgia Southern
2023,Northern Illinois,100,131,Northern Illinois
2023,Utah State,101,117,Utah State
2023,Cincinnati,102,75,Cincinnati
2023,Navy,103,86,Navy
2023,Central Michigan,104,90,Central Michigan
2023,Louisiana,105,120,Louisiana
2023,Colorado State,106,130,Colorado State
2023,Tulsa,107,70,Tulsa
2023,North Texas,108,114,North Texas
2023,Vanderbilt,109,38,Vanderbilt
2023,Eastern Michigan,110,125,Eastern Michigan
2023,San Diego State,111,102,San Diego State
2023,Hawai'i,112,74,Hawai'i
2023,UAB,113,78,UAB
2023,Florida Atlantic,114,105,Florida Atlantic
2023,Western Michigan,115,119,Western Michigan
2023,Middle Tennessee,116,67,Middle Tennessee
2023,New Mexico,117,103,New Mexico
2023,Ball State,118,77,Ball State
2023,Southern Mississippi,119,95,Southern Mississippi
2023,Charlotte,120,97,Charlotte
2023,Connecticut,121,94,Connecticut
2023,Florida International,122,133,Florida International
2023,UMass,123,73,UMass
2023,Temple,124,115,Temple
2023,UTEP,125,113,UTEP
2023,Louisiana Monroe,126,85,Louisiana Monroe
2023,Sam Houston State,127,128,Sam Houston State
2023,Louisiana Tech,128,107,Louisiana Tech
2023,Buffalo,129,123,Buffalo
2023,East Carolina,130,64,East Carolina
2023,Nevada,131,109,Nevada
2023,Akron,132,127,Akron
2023,Kent State,133,118,Kent State
