,id,team1,team1_pts,team1_home_away,team1_fumblesRecovered,team1_rushingTDs,team1_puntReturnYards,team1_puntReturnTDs,team1_puntReturns,team1_passingTDs,team1_kickingPoints,team1_firstDowns,team1_thirdDownEff,team1_fourthDownEff,team1_totalYards,team1_netPassingYards,team1_completionAttempts,team1_yardsPerPass,team1_rushingYards,team1_rushingAttempts,team1_yardsPerRushAttempt,team1_totalPenaltiesYards,team1_turnovers,team1_fumblesLost,team1_interceptions,team1_possessionTime,team2,team2_pts,team2_home_away,team2_fumblesRecovered,team2_rushingTDs,team2_puntReturnYards,team2_puntReturnTDs,team2_puntReturns,team2_passingTDs,team2_kickingPoints,team2_interceptionYards,team2_interceptionTDs,team2_passesIntercepted,team2_firstDowns,team2_thirdDownEff,team2_fourthDownEff,team2_totalYards,team2_netPassingYards,team2_completionAttempts,team2_yardsPerPass,team2_rushingYards,team2_rushingAttempts,team2_yardsPerRushAttempt,team2_totalPenaltiesYards,team2_turnovers,team2_fumblesLost,team2_interceptions,team2_possessionTime,team1_interceptionYards,team1_interceptionTDs,team1_passesIntercepted
0,242410259,Virginia Tech,13,home,0,0,10,0,1,1,7,18,5-13,0-0,294,180,14-29,5.3,141,34,4.1,0-0,3,2,1,19:30,USC,24,away,2,0,60,0,4,3,6,32,0,1,16,6-14,0-1,373,284,19-29,9.4,101,29,3.5,0-0,0,0,0,17:08,,,
1,242410193,Indiana State,0,away,2,0,,,,0,,12,0-0,0-0,204,137,18-33,4.8,44,31,1.4,8-63,3,2,1,18:28,Miami (OH),49,home,2,3,116,1,7,3,7,0,0,1,26,4-11,1-3,454,292,24-37,7.9,162,39,4.2,0-0,3,2,1,18:05,,,
2,242482426,Duke,12,away,3,1,,,,0,6,14,2-13,1-2,265,115,13-22,4.1,175,39,4.5,0-0,0,0,0,17:57,Navy,27,home,0,3,30,0,5,1,3,,,,23,4-10,3-4,430,134,8-9,14.3,301,57,5.3,0-0,3,3,0,18:43,,,
3,242480120,Northern Illinois,20,away,3,0,-4,0,1,1,4,20,4-18,2-2,337,228,19-37,5.9,118,38,3.1,0-0,3,1,2,18:34,Maryland,23,home,1,2,22,0,2,0,11,36,0,2,21,5-12,0-0,367,198,12-22,7.7,198,46,4.3,0-0,4,3,1,18:15,1,0,1
4,242480153,William & Mary,38,away,3,0,,,,,8,21,0-0,0-0,442,322,23-41,7.9,120,31,3.9,5-45,0,0,0,19:01,North Carolina,49,home,0,5,47,0,5,2,7,,,,23,10-12,0-0,575,236,14-24,9.8,341,45,7.6,0-0,4,3,1,17:39,,,
5,242480228,Clemson,37,home,1,1,72,1,2,2,9,23,5-16,0-0,371,297,20-41,7.0,83,35,2.4,0-0,3,1,2,19:00,Wake Forest,30,away,1,2,19,0,4,1,12,47,0,2,19,8-18,0-2,410,182,10-25,6.2,254,54,4.7,0-0,1,1,0,17:00,,,
6,242480152,Richmond,0,away,1,0,,,,0,,11,0-0,0-0,167,51,10-27,2.3,104,36,2.9,9-77,3,1,2,17:32,NC State,42,home,1,2,31,1,6,2,10,3,0,2,24,5-13,2-2,403,237,24-32,7.2,174,37,4.7,0-0,1,1,0,20:31,,,
7,242480164,Rutgers,19,home,2,0,35,0,3,0,13,21,8-21,0-0,415,245,20-34,7.1,174,50,3.5,0-0,1,0,1,24:03,Michigan State,14,away,0,0,23,0,4,2,2,19,0,1,16,2-12,0-1,360,280,22-39,6.9,90,22,4.1,0-0,3,2,1,12:17,31,1,1
8,242480356,Florida A&M,13,away,0,2,,,,0,1,21,0-0,0-0,358,269,37-55,5.2,71,25,2.8,5-36,3,1,2,18:06,Illinois,52,home,1,3,24,0,2,1,10,23,1,2,26,5-11,1-1,554,258,18-23,11.2,296,48,6.2,0-0,0,0,0,18:34,,,
9,242480275,UCF,6,away,1,0,0,0,1,0,,11,6-16,0-0,230,201,13-24,7.4,53,35,1.5,0-0,3,2,1,17:13,Wisconsin,34,home,2,2,68,0,6,2,10,15,0,1,23,6-14,2-3,400,170,9-20,8.5,230,49,4.7,0-0,1,1,0,19:32,,,
10,242482294,Kent State,7,away,0,0,0,0,1,0,1,11,2-12,0-3,110,146,19-36,3.4,-13,19,-0.7,0-0,4,2,2,11:09,Iowa,39,home,2,2,42,0,4,2,9,54,1,2,22,10-21,0-1,437,244,18-30,7.4,214,60,3.6,0-0,1,0,1,25:10,99,1,1
11,242480130,Miami (OH),10,away,0,1,158,0,5,0,4,13,7-16,0-1,250,225,19-40,5.4,33,25,1.3,0-0,7,2,5,17:23,Michigan,43,home,2,3,57,0,4,2,7,203,1,5,14,8-17,0-1,274,172,16-28,5.7,115,40,2.9,0-0,1,0,1,19:24,18,0,1
12,242480194,Cincinnati,6,away,2,0,,,,0,6,11,5-18,1-3,238,162,17-37,4.4,76,26,2.9,0-0,0,0,0,16:20,Ohio State,27,home,0,1,0,0,1,2,9,,,,21,6-13,0-1,462,249,16-29,8.3,220,43,5.1,0-0,4,2,2,20:27,5,0,2
13,242480135,Toledo,21,away,0,1,,,,2,3,16,7-15,0-0,406,312,24-38,8.2,94,21,4.5,0-0,1,1,0,14:33,Minnesota,63,home,1,7,49,0,6,2,9,,,,31,6-12,3-4,704,289,11-13,22.2,415,68,6.1,0-0,0,0,0,22:09,,,
14,242492509,Syracuse,0,away,0,0,0,0,1,0,,12,3-15,1-3,197,179,15-26,6.0,40,32,1.3,0-0,3,1,2,21:14,Purdue,51,home,1,2,1,0,5,5,9,19,0,2,25,10-17,2-2,571,334,17-32,10.4,237,41,5.8,0-0,0,0,0,15:28,,,
15,242480084,Central Michigan,10,away,2,0,0,0,1,1,4,23,6-15,0-2,389,311,23-43,6.4,114,34,3.4,0-0,2,0,2,18:25,Indiana,41,home,0,3,32,0,4,1,5,98,1,2,19,10-14,0-1,334,131,11-17,7.7,203,51,4.0,0-0,2,2,0,18:15,,,
16,242462628,TCU,48,home,0,2,-1,0,2,4,10,22,6-14,0-0,525,375,20-38,9.7,157,36,4.4,0-0,2,1,1,15:36,Northwestern,45,away,1,2,19,0,3,4,9,0,0,1,32,7-18,2-3,637,513,39-62,8.3,124,38,3.3,0-0,1,0,1,20:32,29,0,1
17,242480218,Temple,14,home,0,2,,,,0,2,12,2-13,2-3,260,174,11-24,5.5,128,35,3.7,0-0,2,2,0,15:39,Virginia,44,away,2,4,88,1,5,1,,,,,27,4-12,2-2,504,218,18-24,9.1,286,57,5.0,0-0,0,0,0,20:05,,,
18,242480026,Oklahoma State,31,away,2,4,7,0,1,0,7,26,3-12,0-1,449,28,2-8,2.9,426,67,6.4,0-0,0,0,0,22:05,UCLA,20,home,0,2,47,0,3,0,8,,,,20,7-15,0-0,443,252,16-36,7.0,191,33,5.8,0-0,4,2,2,14:34,29,0,2
19,242490264,Fresno State,35,away,1,1,3,0,3,1,5,11,5-13,0-0,262,142,13-21,6.0,137,35,3.9,0-0,2,1,1,17:25,Washington,16,home,1,2,0,0,4,0,4,15,0,1,20,7-21,1-5,360,201,21-48,4.0,170,41,4.1,0-0,5,1,4,19:16,128,2,4
20,242460009,UTEP,9,away,0,1,100,0,4,0,3,17,3-18,0-0,283,208,21-44,4.5,87,31,2.8,0-0,5,1,4,16:43,Arizona State,41,home,1,0,52,0,7,3,11,81,1,3,26,5-16,0-1,487,378,23-44,8.1,131,42,3.1,0-0,1,0,1,19:45,,,
21,242480024,San José State,3,away,0,0,1,0,2,0,3,11,3-15,0-1,268,164,15-24,6.5,111,37,3.0,0-0,0,0,0,19:48,Stanford,43,home,0,4,29,0,5,2,5,,,,23,7-15,1-1,465,347,20-33,10.1,132,39,3.4,0-0,0,0,0,16:51,,,
22,242482005,Air Force,14,home,0,1,16,0,1,1,2,18,10-18,0-0,271,97,9-18,4.9,182,53,3.4,0-0,2,1,1,20:13,California,56,away,1,7,72,0,4,1,8,0,0,1,23,5-10,1-1,573,244,12-18,12.8,342,44,7.8,0-0,0,0,0,16:10,,,
23,242480012,Northern Arizona,3,away,1,0,,,,0,,15,0-0,0-0,280,161,20-37,4.8,104,30,3.5,7-50,4,1,3,15:40,Arizona,21,home,1,2,26,0,2,1,3,19,0,3,18,8-16,1-2,307,176,18-23,7.4,136,42,3.2,0-0,1,1,0,20:53,,,
24,242480099,LSU,22,home,3,1,9,0,2,2,2,15,4-17,0-1,302,211,16-44,4.8,91,30,3.0,0-0,2,1,1,16:07,Oregon State,21,away,1,0,26,0,7,3,3,7,0,1,14,6-20,1-2,315,249,26-47,4.9,84,31,2.7,0-0,4,3,1,20:18,0,0,1
25,242470167,New Mexico,17,home,1,2,18,0,4,0,5,18,7-18,0-1,415,256,16-31,7.4,186,43,4.3,0-0,4,1,3,18:20,Washington State,21,away,1,0,35,0,4,3,3,0,0,3,14,8-18,1-2,271,259,24-38,6.3,31,31,1.0,0-0,3,1,2,18:00,0,0,2
26,242480059,Samford,7,away,1,0,,,,,,12,0-0,0-0,211,169,29-44,3.8,42,16,2.6,4-25,1,1,0,16:11,Georgia Tech,28,home,1,2,16,0,4,2,4,,,,23,4-10,0-0,469,201,14-22,9.1,268,45,6.0,0-0,2,1,1,20:30,,,
27,242480277,East Carolina,23,away,0,0,0,0,1,3,5,19,5-17,0-2,381,322,26-51,6.3,59,28,2.1,0-0,3,1,2,19:07,West Virginia,56,home,1,2,95,1,6,1,8,0,0,2,20,1-11,1-1,621,149,6-15,9.5,478,56,8.5,0-0,2,0,2,17:32,2,0,2
28,242462050,Ball State,11,home,1,0,8,0,3,0,9,12,5-18,0-1,211,183,19-33,4.5,64,33,1.9,0-0,0,0,0,19:02,Boston College,19,away,0,1,37,0,5,1,1,,,,17,6-14,0-2,340,140,12-23,5.9,205,43,4.8,0-0,2,1,1,17:08,37,0,1
29,242480213,Akron,10,away,0,1,,,,0,4,20,5-13,1-1,295,235,29-36,6.2,72,31,2.3,0-0,3,1,2,17:14,Penn State,48,home,1,4,6,0,2,3,6,47,0,2,27,5-10,1-2,545,198,16-23,8.4,352,41,8.6,0-0,0,0,0,18:46,,,
30,242480158,Western Illinois,17,away,2,0,,,,0,,12,0-0,0-0,220,180,20-42,5.3,-3,35,-0.1,7-41,5,1,4,21:53,Nebraska,56,home,1,4,58,0,5,4,8,114,0,4,30,5-8,1-2,581,218,16-31,7.0,363,39,9.3,0-0,6,2,4,14:46,,,
31,242480038,Colorado State,24,away,0,1,17,0,3,2,6,23,5-13,0-1,447,404,29-42,9.6,44,28,1.6,0-0,1,0,1,17:38,Colorado,27,home,0,2,30,0,4,0,9,37,1,1,20,6-13,0-0,372,117,13-25,4.7,255,45,5.7,0-0,1,0,1,18:43,0,0,1
32,242482306,Western Kentucky,13,away,1,1,,,,1,,13,2-8,0-2,259,187,10-21,8.7,77,25,3.1,0-0,0,0,0,12:52,Kansas State,27,home,0,3,-1,0,1,0,9,,,,27,13-18,1-2,502,196,14-21,9.3,306,60,5.1,0-0,1,1,0,23:45,,,
33,242480142,Arkansas State,20,away,1,0,,,,2,8,21,6-15,1-1,438,360,26-37,9.5,88,36,2.4,0-0,2,1,1,23:14,Missouri,52,home,1,3,17,0,2,3,10,49,1,1,26,8-10,0-0,506,252,16-24,10.1,263,34,7.7,0-0,2,1,1,13:31,2,0,1
34,242482305,Tulsa,3,away,0,0,7,0,3,0,3,14,3-13,0-0,141,126,11-24,3.8,50,35,1.4,0-0,4,2,2,17:01,Kansas,21,home,2,1,24,0,4,1,7,18,0,2,10,5-19,0-1,201,107,14-31,3.2,102,36,2.8,0-0,1,0,1,19:00,0,0,1
35,242480066,Northern Iowa,0,away,0,0,,,,,,5,0-0,0-0,99,42,8-19,3.3,36,32,1.1,7-79,0,0,0,13:27,Iowa State,23,home,0,1,61,0,7,2,5,,,,27,6-17,1-4,378,183,17-28,6.3,202,56,3.6,0-0,0,0,0,23:13,,,
36,242480251,North Texas,0,away,0,0,,,,0,,4,1-14,0-0,130,92,10-23,4.0,38,26,1.5,0-0,3,3,0,14:16,Texas,65,home,3,5,15,0,3,1,17,,,,29,5-13,0-1,673,160,15-22,7.3,513,60,8.6,0-0,0,0,0,22:14,,,
37,242482567,SMU,13,home,0,1,25,0,2,0,7,20,6-17,1-2,322,162,18-37,4.4,160,39,4.1,0-0,3,2,1,17:33,Texas Tech,27,away,2,0,20,0,2,4,3,12,0,1,32,5-15,3-7,537,479,40-66,7.1,67,22,3.0,0-0,0,0,0,19:08,,,
38,242460254,Utah,41,home,0,3,3,0,5,3,5,23,7-16,1-2,582,381,22-31,11.9,212,45,4.7,0-0,0,0,0,20:23,Texas A&M,21,away,0,3,0,0,2,0,3,,,,17,3-16,1-4,437,292,20-43,6.3,167,31,5.4,0-0,0,0,0,16:16,,,
39,242480201,Bowling Green,24,away,1,0,5,0,1,2,6,15,8-16,0-1,269,218,24-41,5.3,51,19,2.7,0-0,1,1,0,12:41,Oklahoma,40,home,1,2,59,0,4,3,10,,,,27,9-18,3-3,496,238,21-31,7.7,258,52,5.0,0-0,2,1,1,23:33,28,1,1
40,242480005,UAB,56,home,5,3,14,0,2,3,8,24,10-14,0-1,516,184,9-17,10.2,343,53,6.5,0-0,2,1,1,18:18,Baylor,14,away,1,1,14,0,2,0,2,0,0,1,16,7-16,0-1,278,262,28-43,5.3,50,27,1.9,0-0,8,5,3,17:26,55,1,2
41,242480242,Rice,10,home,1,1,11,0,3,0,4,13,3-13,1-2,191,46,3-7,4.0,163,55,3.0,0-0,2,1,1,19:22,Houston,7,away,1,0,10,0,2,1,1,16,0,1,15,7-17,1-2,212,267,15-33,6.2,8,32,0.3,0-0,2,1,1,17:37,0,0,1
42,242490097,Kentucky,0,away,0,0,-3,0,2,0,,13,4-15,1-3,238,184,14-34,5.1,66,26,2.5,0-0,3,1,2,15:31,Louisville,28,home,1,2,27,0,5,1,4,56,1,2,20,5-15,2-5,439,188,14-21,8.5,261,49,5.3,0-0,1,0,1,21:08,14,0,1
43,242480145,Ole Miss,13,home,0,1,19,0,1,0,7,15,3-15,0-0,240,204,11-31,5.9,58,33,1.8,0-0,0,0,0,15:36,Memphis,20,away,0,1,62,0,7,1,,,,,24,8-18,0-1,392,266,21-43,6.2,126,44,2.9,0-0,1,0,1,21:02,0,0,1
44,242480344,Mississippi State,28,home,0,3,24,0,5,1,4,20,8-16,1-1,310,119,10-20,5.6,199,47,4.2,0-0,0,0,0,19:05,Tulane,7,away,0,0,19,0,3,1,1,,,,12,6-16,0-1,205,144,16-31,4.4,70,29,2.4,0-0,2,0,2,17:18,0,0,1
45,242480276,Troy,17,away,2,2,6,0,3,0,5,16,6-18,0-2,261,206,13-27,7.3,65,42,1.5,0-0,2,0,2,19:07,Marshall,15,home,0,0,9,0,2,1,9,42,0,2,11,4-14,0-0,177,197,14-28,5.4,25,34,0.7,0-0,3,2,1,18:11,0,0,1
46,242480252,Notre Dame,17,away,1,0,11,0,2,1,5,15,3-16,1-2,276,287,26-47,5.6,11,21,0.5,0-0,1,1,0,16:19,BYU,20,home,1,1,26,0,4,1,8,,,,12,7-19,0-0,285,299,22-33,8.0,22,35,0.6,0-0,2,1,1,20:36,38,1,1
47,242482751,Appalachian State,7,away,1,0,,,,1,1,15,0-0,0-0,230,176,16-31,6.5,30,32,0.9,8-81,5,2,3,13:16,Wyoming,53,home,2,3,92,1,6,2,15,33,0,3,25,5-18,2-4,537,282,18-32,8.5,266,51,5.2,0-0,1,1,0,23:24,,,
48,242480021,Idaho State,21,away,1,1,,,,0,3,22,0-0,0-0,398,345,37-69,5.1,46,17,2.7,6-50,4,1,3,15:08,San Diego State,38,home,1,2,44,0,5,2,8,15,0,3,27,5-17,1-4,581,297,21-41,7.1,290,51,5.7,0-0,3,1,2,21:32,,,
49,242492633,Tennessee,42,home,1,3,27,0,1,3,6,30,4-10,0-0,513,252,17-27,8.9,272,45,6.0,0-0,2,2,0,20:33,UNLV,17,away,2,2,-12,0,3,0,5,,,,20,5-13,0-0,339,195,13-25,7.0,164,37,4.4,0-0,2,1,1,17:37,1,0,1
50,242480008,Arkansas,63,home,4,4,9,1,2,2,9,25,10-16,0-1,548,327,18-24,13.6,221,54,4.1,0-0,0,0,0,20:17,New Mexico State,13,away,0,0,6,0,1,2,,,,,13,3-13,0-0,216,176,17-26,6.2,55,29,1.9,0-0,4,4,0,16:24,,,
51,242480068,Boise State,65,home,1,8,153,1,6,0,11,27,5-10,2-2,572,333,16-22,14.5,254,47,5.4,0-0,3,2,1,17:00,Idaho,7,away,2,1,,,,0,1,17,0,1,11,3-16,0-2,212,121,13-29,3.1,121,33,3.7,0-0,2,1,1,19:23,20,0,1
52,242480333,Alabama,48,home,0,3,21,0,4,2,12,21,4-12,0-0,460,231,16-22,9.3,255,44,5.8,0-0,0,0,0,20:04,Utah State,17,away,0,0,-3,0,2,2,5,,,,13,4-14,0-1,266,218,17-34,6.0,61,25,2.4,0-0,2,0,2,16:36,57,1,2
53,242480041,Murray State,14,away,0,1,,,,0,2,10,0-0,0-0,167,91,7-19,4.8,76,39,1.9,2-20,1,0,1,17:07,Connecticut,52,home,0,1,74,0,6,5,10,16,1,1,23,7-15,2-2,530,386,20-32,12.1,144,40,3.6,0-0,2,0,2,19:32,,,
54,242502348,Nevada,21,away,4,0,12,0,2,3,3,19,2-14,3-4,251,305,23-38,6.4,7,34,0.2,0-0,3,3,0,18:42,Louisiana Tech,38,home,3,5,28,0,7,0,8,,,,18,5-14,0-0,434,158,8-16,9.3,285,47,6.1,0-0,5,4,1,18:06,17,0,1
55,242480061,Georgia Southern,28,away,0,3,,,,1,4,24,0-0,0-0,348,46,6-15,3.6,294,63,4.7,2-10,2,1,1,23:10,Georgia,48,home,1,4,89,1,2,1,12,0,0,1,20,3-8,0-0,422,236,11-22,10.5,191,31,6.2,0-0,0,0,0,13:31,,,
56,242480238,Vanderbilt,6,home,1,1,0,0,2,0,,18,4-11,0-0,306,286,24-38,7.1,36,22,1.6,0-0,4,2,2,13:26,South Carolina,31,away,2,2,63,0,5,1,7,98,1,2,26,7-14,0-1,453,202,13-20,9.2,269,57,4.7,0-0,1,1,0,23:14,,,
57,242480002,Louisiana Monroe,0,away,2,0,16,0,2,0,0,12,2-12,2-2,239,99,17-23,4.3,140,35,4.0,0-0,4,2,2,18:11,Auburn,31,home,2,2,2,0,1,2,7,0,0,1,21,9-15,0-0,380,196,14-24,7.8,194,41,4.7,0-0,3,2,1,18:29,42,0,1
58,242480195,VMI,14,away,1,0,,,,1,2,17,0-0,0-0,289,191,23-39,5.7,67,29,2.3,4-28,3,2,1,15:11,Ohio,42,home,2,1,47,0,4,3,6,41,1,1,21,7-16,2-4,459,249,14-25,9.2,230,52,4.4,0-0,1,1,0,21:30,,,
59,242462711,UT Martin,0,away,1,0,,,,0,,11,0-0,0-0,222,125,9-25,5.4,86,37,2.3,6-33,2,1,1,19:54,Western Michigan,42,home,1,1,71,1,4,3,6,33,1,1,18,5-11,0-1,323,245,16-23,9.3,108,38,2.8,0-0,2,1,1,16:45,,,
60,242480062,Florida Atlantic,35,away,0,2,38,0,3,2,11,25,11-20,1-1,445,311,29-46,6.5,147,39,3.8,0-0,3,0,3,17:46,Hawai'i,28,home,0,2,21,0,2,2,4,0,0,3,20,2-15,2-3,329,308,38-66,4.6,27,10,2.7,0-0,0,0,0,17:06,,,
61,242480309,Northwestern State,7,away,1,0,,,,1,,17,0-0,0-0,343,158,16-31,5.4,177,40,4.4,6-35,4,3,1,18:13,Louisiana,14,home,3,1,,,,1,2,14,0,1,16,6-15,0-1,288,180,17-26,6.8,112,42,2.7,0-0,2,1,1,18:27,,,
62,242552426,Northeastern,24,away,1,1,,,,,6,14,0-0,0-0,284,165,20-29,6.1,108,32,3.4,3-13,4,1,3,16:38,Navy,28,home,1,4,1,0,3,0,4,11,0,3,17,5-14,2-2,336,48,2-6,6.0,300,58,5.2,0-0,3,1,2,19:58,,,
63,242550120,Temple,22,away,1,3,,,,0,2,19,3-11,1-3,346,201,16-27,7.0,158,37,4.3,0-0,2,2,0,16:10,Maryland,45,home,2,3,26,0,4,2,9,,,,26,10-16,1-1,471,289,18-28,9.6,203,49,4.1,0-0,1,1,0,20:30,,,
64,242550041,Connecticut,22,home,1,1,13,0,3,0,10,16,6-16,1-2,402,303,23-34,8.5,112,35,3.2,0-0,2,1,1,20:32,Duke,20,away,1,0,5,0,1,1,8,62,1,1,12,6-13,1-1,245,206,16-29,6.3,61,32,1.9,0-0,2,1,1,16:27,27,1,1
65,242550258,Virginia,56,home,1,7,21,0,3,0,1,27,5-9,2-2,549,250,13-16,15.6,299,48,6.2,0-0,0,0,0,17:57,North Carolina,24,away,0,1,,,,2,4,,,,19,4-11,1-2,434,305,19-24,12.5,135,35,3.9,0-0,2,1,1,18:42,12,0,1
66,242550151,East Carolina,17,home,1,1,,,,1,5,17,5-14,0-0,469,233,20-40,5.8,236,23,10.3,0-0,2,0,2,15:45,Wake Forest,31,away,0,2,9,0,1,2,7,6,0,2,24,11-17,0-1,584,349,16-21,16.4,240,57,4.2,0-0,2,1,1,20:55,7,0,1
67,242550228,Georgia Tech,28,away,0,0,43,0,4,4,4,24,4-17,1-2,363,307,20-36,7.0,112,48,2.3,0-0,1,0,1,20:02,Clemson,24,home,0,2,8,0,4,1,6,0,0,1,19,4-15,0-2,487,262,20-43,6.4,212,31,6.8,0-0,2,0,2,16:29,4,0,2
68,242550127,Central Michigan,7,away,0,0,29,0,2,0,1,14,6-19,0-1,329,105,10-30,3.1,236,44,5.4,0-0,0,0,0,19:02,Michigan State,24,home,0,2,32,0,6,1,6,,,,18,4-14,1-2,405,192,10-22,8.7,213,44,4.8,0-0,0,0,0,17:15,,,
69,242550356,UCLA,35,away,2,2,0,0,1,3,5,26,3-10,1-2,481,216,14-21,9.9,273,47,5.8,0-0,1,0,1,17:45,Illinois,17,home,0,0,,,,1,5,0,0,1,22,8-16,1-3,456,254,23-38,6.5,208,41,5.1,0-0,3,2,1,18:55,0,0,1
70,242550275,UNLV,3,away,0,0,0,0,1,0,3,11,1-13,0-1,174,113,13-29,3.5,72,27,2.7,0-0,0,0,0,14:35,Wisconsin,18,home,0,0,68,0,7,1,2,,,,16,5-17,1-3,276,138,14-24,5.5,145,44,3.3,0-0,1,0,1,21:44,0,0,1
71,242552294,Iowa State,10,away,0,0,27,0,5,1,4,16,2-16,1-2,236,181,15-30,5.7,66,34,1.9,0-0,0,0,0,17:29,Iowa,17,home,0,1,25,0,4,1,5,,,,16,5-15,0-0,305,257,16-22,10.0,85,44,1.9,0-0,1,0,1,19:28,3,0,1
72,242550087,Notre Dame,28,home,2,2,98,0,8,2,4,13,3-12,0-1,313,178,10-21,8.5,135,40,3.4,0-0,4,1,3,16:42,Michigan,20,away,1,0,7,0,2,1,12,9,0,3,15,6-18,0-0,296,258,25-40,6.0,56,30,1.9,0-0,3,2,1,19:58,2,0,1
73,242550194,Marshall,21,away,2,1,48,0,2,1,3,19,6-17,0-1,290,159,22-35,4.0,150,44,3.4,0-0,0,0,0,21:38,Ohio State,24,home,0,0,21,0,4,3,6,,,,15,2-10,0-0,403,335,18-33,9.8,79,26,3.0,0-0,4,2,2,14:57,16,0,2
74,242550135,Illinois State,21,away,1,0,,,,,,26,0-0,0-0,480,348,33-59,6.3,108,30,3.6,10-76,2,0,2,20:37,Minnesota,37,home,0,3,29,0,3,2,7,22,0,2,23,2-10,0-0,509,213,11-23,9.0,303,42,7.2,0-0,1,1,0,16:04,,,
75,242552509,Ball State,7,away,0,0,,,,1,1,13,5-15,1-1,197,161,11-16,7.9,71,37,1.9,0-0,0,0,0,17:14,Purdue,59,home,0,3,37,0,3,5,11,,,,34,4-7,0-1,599,368,26-30,12.3,231,42,5.5,0-0,0,0,0,19:26,,,
76,242552483,Oregon,24,home,1,0,22,0,6,3,6,21,5-15,0-2,495,334,24-45,7.0,178,33,5.4,0-0,7,4,3,17:06,Indiana,30,away,4,0,1,0,4,1,12,15,0,3,12,3-17,0-1,198,97,6-18,3.9,127,53,2.4,0-0,2,1,1,19:17,0,0,1
77,242550077,Arizona State,30,away,1,0,67,0,4,3,12,23,6-16,1-1,431,307,19-36,8.1,139,41,3.4,0-0,0,0,0,18:50,Northwestern,21,home,0,3,6,0,2,0,3,,,,25,4-14,0-2,463,248,21-38,6.0,235,42,5.6,0-0,1,1,0,17:50,,,
78,242550030,Colorado State,0,away,2,0,1,0,3,0,,14,3-14,1-1,281,277,19-35,6.7,48,27,1.8,0-0,7,3,4,16:08,USC,49,home,3,4,19,0,6,2,7,65,0,4,32,7-13,2-2,553,231,20-31,7.5,322,45,7.2,0-0,2,2,0,20:32,,,
79,242550024,BYU,10,away,3,1,16,0,2,0,4,21,9-20,0-1,329,305,28-56,5.1,41,27,1.5,0-0,8,4,4,17:38,Stanford,37,home,4,0,9,0,1,3,13,15,0,4,21,8-18,0-0,369,332,20-42,7.1,72,35,2.1,0-0,3,3,0,18:51,,,
80,242550025,New Mexico State,14,away,2,1,,,,1,,14,4-13,0-0,212,192,14-23,7.6,37,36,1.0,0-0,0,0,0,17:50,California,41,home,0,4,8,0,4,2,3,,,,30,8-11,0-0,611,275,21-28,9.8,336,41,8.2,0-0,2,2,0,18:51,,,
81,242550012,Utah,23,away,3,1,13,0,3,2,5,18,7-13,0-0,326,181,12-22,7.7,156,38,4.1,0-0,0,0,0,17:01,Arizona,6,home,0,0,11,0,4,0,6,,,,18,5-12,0-1,312,208,19-25,7.9,114,33,3.5,0-0,4,3,1,19:24,0,0,1
82,242540068,Boise State,53,home,0,1,17,0,2,4,17,29,6-17,3-3,492,262,21-35,7.0,246,52,4.7,0-0,1,0,1,23:46,Oregon State,34,away,0,1,13,0,3,4,4,17,0,1,18,5-11,0-2,469,422,22-42,9.8,58,15,3.9,0-0,4,0,4,12:38,74,1,4
83,242550265,Colorado,20,away,3,0,57,1,7,0,8,6,3-17,0-0,125,94,12-24,3.3,47,37,1.3,0-0,4,3,1,17:00,Washington State,12,home,3,0,61,0,7,1,6,0,0,1,20,7-23,0-1,402,452,19-52,7.4,15,40,0.4,0-0,4,3,1,19:38,51,1,1
84,242552084,Buffalo,17,home,2,0,0,0,5,0,5,11,3-18,0-0,231,124,16-32,3.8,109,39,2.8,0-0,3,1,2,17:38,Syracuse,37,away,1,2,84,1,8,0,13,22,1,2,12,4-16,0-0,275,97,9-24,3.5,191,48,4.0,0-0,3,2,1,18:02,41,0,1
85,242550221,Ohio,3,away,0,0,49,0,3,0,3,14,2-17,0-2,290,230,22-51,4.0,88,26,3.4,0-0,3,1,2,16:48,Pittsburgh,24,home,1,1,54,0,8,1,6,54,1,2,13,2-15,0-0,217,79,6-19,2.6,168,47,3.6,0-0,1,0,1,19:51,0,0,1
86,242550164,New Hampshire,35,away,1,0,,,,5,5,22,0-0,0-0,451,376,30-40,9.6,66,31,2.1,16-122,2,1,1,16:17,Rutgers,24,home,1,1,11,0,4,2,6,0,0,1,25,6-18,0-1,357,340,30-50,6.1,50,36,1.4,0-0,2,1,1,19:59,,,
87,242552116,UCF,20,home,2,1,21,0,2,1,,23,8-17,0-1,299,137,13-25,5.2,169,46,3.7,0-0,0,0,0,19:09,West Virginia,45,away,0,2,75,0,3,4,9,,,,27,4-7,0-0,460,225,14-18,12.5,235,45,5.2,0-0,2,2,0,17:38,,,
88,242550103,Penn State,7,away,1,0,2,0,3,1,1,21,3-9,0-1,327,261,23-41,6.2,73,21,3.5,0-0,5,1,4,15:17,Boston College,21,home,1,0,0,0,1,3,3,36,0,4,18,7-19,2-2,328,204,23-31,6.4,129,40,3.2,0-0,1,1,0,21:24,,,
89,242542390,Miami,16,home,3,1,35,0,6,1,4,16,4-17,0-1,364,255,20-36,7.1,109,32,3.4,0-0,3,2,1,18:56,Florida State,10,away,2,0,9,0,3,0,4,-3,0,1,10,4-15,0-0,165,131,12-28,3.9,57,35,1.6,0-0,5,3,2,17:45,1,0,2
