,id,team1,team1_pts,team1_home_away,team1_fumblesRecovered,team1_rushingTDs,team1_puntReturnYards,team1_puntReturnTDs,team1_puntReturns,team1_passingTDs,team1_kickingPoints,team1_firstDowns,team1_thirdDownEff,team1_fourthDownEff,team1_totalYards,team1_netPassingYards,team1_completionAttempts,team1_yardsPerPass,team1_rushingYards,team1_rushingAttempts,team1_yardsPerRushAttempt,team1_totalPenaltiesYards,team1_turnovers,team1_fumblesLost,team1_interceptions,team1_possessionTime,team2,team2_pts,team2_home_away,team2_fumblesRecovered,team2_rushingTDs,team2_puntReturnYards,team2_puntReturnTDs,team2_puntReturns,team2_passingTDs,team2_kickingPoints,team2_interceptionYards,team2_interceptionTDs,team2_passesIntercepted,team2_firstDowns,team2_thirdDownEff,team2_fourthDownEff,team2_totalYards,team2_netPassingYards,team2_completionAttempts,team2_yardsPerPass,team2_rushingYards,team2_rushingAttempts,team2_yardsPerRushAttempt,team2_totalPenaltiesYards,team2_turnovers,team2_fumblesLost,team2_interceptions,team2_possessionTime,team1_interceptionYards,team1_interceptionTDs,team1_passesIntercepted
268,242762653,Troy,49,home,0,3,3,0,1,3,7,22,5-11,1-1,358,120,9-16,7.5,238,50,4.8,0-0,3,2,1,17:34,Utah State,21,away,2,1,132,1,4,1,3,2,0,1,20,5-17,4-5,342,265,18-37,6.6,99,42,2.4,0-0,3,0,3,18:11,125,1,3
269,242762348,Fresno State,21,away,1,1,-3,0,4,1,7,20,6-16,1-1,373,115,13-28,3.7,269,48,5.6,0-0,2,0,2,20:23,Louisiana Tech,28,home,0,4,4,0,4,0,2,16,0,1,23,6-15,1-1,402,164,15-26,6.1,244,42,5.8,0-0,1,1,0,16:15,,,
270,242760068,SMU,20,away,0,0,,,,2,2,14,4-13,0-2,305,249,17-35,7.1,56,24,2.3,0-0,1,0,1,14:26,Boise State,38,home,0,2,114,1,5,2,8,0,0,1,28,6-15,2-3,426,223,22-40,5.4,208,44,4.7,0-0,2,0,2,21:34,53,1,2
271,242760061,LSU,16,away,0,0,16,0,3,2,4,16,2-11,0-0,314,296,19-30,8.2,67,29,2.3,0-0,3,3,0,16:01,Georgia,45,home,3,1,0,0,8,5,9,,,,20,5-16,1-1,430,218,13-26,8.0,221,49,4.5,0-0,0,0,0,20:40,,,
272,242760057,Arkansas,30,away,0,2,,,,,2,22,7-16,1-2,386,260,23-39,6.5,134,36,3.7,0-0,3,0,3,19:29,Florida,45,home,0,3,12,0,3,3,9,28,0,3,20,8-17,0-0,440,340,23-38,8.5,118,33,3.6,0-0,0,0,0,17:11,,,
273,242762633,Auburn,34,away,1,2,0,0,1,2,10,17,5-13,0-1,400,258,16-23,11.0,148,42,3.5,0-0,2,1,1,21:26,Tennessee,10,home,1,0,11,0,3,1,4,2,0,1,22,5-12,1-1,293,190,18-40,4.7,107,31,3.5,0-0,6,1,5,14:15,2,0,5
274,242760333,Alabama,3,home,2,0,-4,0,2,0,3,9,0-11,0-1,210,79,10-24,2.8,143,28,5.1,0-0,4,0,4,15:59,South Carolina,20,away,0,2,0,0,2,0,8,90,0,4,15,4-13,1-2,249,46,4-11,4.2,203,54,3.8,0-0,3,2,1,20:41,1,0,1
275,242760096,Ohio,28,away,2,2,21,0,3,2,4,14,4-12,1-3,308,249,10-18,12.1,90,40,2.3,0-0,1,1,0,18:08,Kentucky,16,home,1,1,13,0,3,1,4,,,,19,5-15,2-4,280,196,18-36,5.3,90,38,2.4,0-0,5,2,3,18:40,28,0,3
276,242760238,Mississippi State,13,away,1,2,8,0,2,0,1,16,7-13,0-1,274,145,17-36,3.8,138,29,4.8,0-0,6,2,4,14:48,Vanderbilt,31,home,2,3,33,0,4,1,7,4,0,4,20,5-14,0-0,330,114,12-22,4.6,228,49,4.7,0-0,1,1,0,21:52,,,
277,242760145,Arkansas State,21,away,0,2,38,0,5,1,3,19,5-15,0-1,381,251,17-39,5.9,151,29,5.2,0-0,2,1,1,17:10,Ole Miss,28,home,1,1,2,0,3,2,8,31,0,1,21,3-13,0-0,375,179,18-24,7.5,196,46,4.3,0-0,1,0,1,19:30,37,0,1
278,242762117,Central Michigan,24,home,2,2,0,0,1,1,6,15,3-16,1-2,313,149,15-28,5.1,170,40,4.3,0-0,1,0,1,19:28,Kent State,21,away,0,2,0,0,1,0,7,38,0,1,18,4-16,0-0,297,158,17-30,5.1,145,39,3.7,0-0,2,2,0,17:12,,,
279,242762459,Northern Illinois,49,home,1,3,81,1,3,3,7,22,6-14,1-2,485,231,17-28,8.0,260,38,6.8,0-0,1,0,1,17:19,Akron,19,away,0,1,26,0,2,1,1,37,1,1,15,2-11,0-1,257,223,17-26,7.4,65,34,1.9,0-0,1,1,0,18:19,,,
280,242762649,Ball State,14,away,1,0,-3,0,2,1,2,15,5-16,0-0,296,248,17-29,7.3,83,33,2.5,0-0,2,2,0,18:34,Toledo,52,home,2,1,-19,0,3,6,10,,,,25,8-12,0-0,645,468,28-36,13.0,177,35,5.1,0-0,1,1,0,18:05,,,
281,242760023,Rice,63,away,1,8,11,0,3,0,7,33,10-18,0-1,634,71,4-15,4.3,570,85,6.7,0-0,5,2,3,25:21,San José State,70,home,2,2,77,1,2,6,10,28,1,3,15,4-10,0-1,455,399,11-24,15.5,83,25,3.3,0-0,5,1,4,11:19,18,1,4
282,242760062,Tulsa,16,away,0,1,12,0,3,0,10,18,7-20,0-0,248,234,21-44,4.3,59,33,1.8,0-0,1,0,1,20:28,Hawai'i,44,home,0,1,69,1,7,3,14,0,0,1,20,6-15,0-0,525,404,23-45,8.8,128,23,5.6,0-0,0,0,0,16:05,,,
283,242762229,Florida International,34,home,0,1,16,0,2,2,10,17,6-13,0-0,347,279,22-35,7.6,82,30,2.7,0-0,2,0,2,15:10,Louisiana,43,away,0,2,3,0,2,1,13,67,2,2,26,4-14,1-1,445,318,30-42,7.2,143,37,3.9,0-0,1,0,1,20:17,77,1,1
284,242830120,Georgia Tech,20,away,0,1,44,0,5,1,8,16,4-16,0-0,328,198,11-22,9.0,131,43,3.0,0-0,0,0,0,19:35,Maryland,7,home,0,1,24,0,3,0,1,,,,10,2-16,0-2,81,149,11-23,3.2,7,38,0.2,0-0,0,0,0,17:05,,,
285,242830153,NC State,24,away,0,2,0,0,1,0,10,30,6-13,1-1,577,284,22-28,9.8,304,50,6.1,0-0,3,2,1,20:38,North Carolina,30,home,2,0,9,0,1,3,12,54,0,1,14,6-13,1-1,356,205,15-23,8.3,164,30,5.5,0-0,0,0,0,16:02,,,
286,242830154,Virginia Tech,17,away,0,1,37,0,3,1,5,19,8-15,0-0,329,148,12-18,6.6,210,50,4.2,0-0,2,2,0,19:00,Wake Forest,10,home,2,1,13,0,3,0,4,,,,17,7-17,0-1,347,229,15-26,8.0,139,41,3.4,0-0,1,0,1,17:10,15,0,1
287,242810258,Virginia,30,home,0,2,15,0,5,1,,24,14-20,0-0,464,237,14-26,8.7,239,54,4.4,0-0,1,1,0,22:20,Clemson,10,away,1,0,22,0,1,1,4,,,,9,5-14,1-1,211,166,16-28,5.9,45,21,2.1,0-0,1,0,1,14:19,0,0,1
288,242830127,Illinois,25,away,0,2,32,0,2,0,5,18,7-15,1-1,378,159,15-25,5.8,234,39,6.0,0-0,2,2,0,17:00,Michigan State,38,home,2,1,61,0,3,4,6,,,,29,6-14,1-1,487,234,23-30,7.8,253,46,5.5,0-0,0,0,0,19:10,,,
289,242830194,Ohio State,13,home,0,0,4,0,3,0,7,12,4-14,0-0,224,146,15-31,4.0,99,25,4.0,0-0,2,2,0,14:34,Wisconsin,24,away,2,1,18,0,5,2,6,,,,19,4-15,0-2,344,168,15-24,6.7,184,48,3.8,0-0,0,0,0,22:15,,,
290,242830130,Minnesota,24,away,1,2,11,0,3,1,6,13,4-16,1-3,345,167,8-22,7.1,189,39,4.8,0-0,0,0,0,14:05,Michigan,27,home,0,1,27,0,6,2,9,,,,29,8-18,1-1,518,330,33-49,6.7,190,45,4.2,0-0,3,1,2,22:34,0,0,1
291,242830213,Penn State,13,home,0,0,6,0,3,1,7,15,5-16,0-3,311,305,29-51,5.7,18,17,1.1,0-0,0,0,0,17:12,Purdue,20,away,0,1,22,0,3,1,8,,,,17,8-15,0-0,348,284,24-35,7.9,73,32,2.3,0-0,2,0,2,19:34,12,0,2
292,242830077,Northwestern,31,home,1,3,48,0,3,1,7,29,7-18,2-3,483,256,28-48,5.3,229,40,5.7,0-0,1,0,1,14:41,Indiana,24,away,0,0,5,0,3,3,6,3,0,1,24,9-20,0-1,429,335,27-50,6.6,100,40,2.5,0-0,2,1,1,21:58,0,0,1
293,242830030,California,17,away,0,1,6,0,2,1,5,28,6-12,0-3,424,287,29-35,7.6,157,44,3.6,0-0,5,5,0,27:01,USC,23,home,5,0,,,,2,11,,,,12,3-11,1-2,205,194,15-24,6.8,41,25,1.6,0-0,1,0,1,14:10,13,0,1
294,242830026,Arizona,17,away,0,2,9,0,3,0,5,20,2-10,0-1,351,98,13-25,3.7,258,39,6.6,0-0,1,0,1,18:35,UCLA,37,home,0,1,28,0,4,4,5,6,0,1,21,8-14,1-1,348,245,17-25,9.4,114,39,2.9,0-0,0,0,0,18:04,,,
295,242830264,San José State,6,away,0,0,1,0,1,0,6,14,1-10,0-2,133,48,7-9,2.4,111,42,2.6,0-0,0,0,0,17:16,Washington,21,home,0,3,0,0,2,0,3,,,,22,8-14,0-1,334,83,7-16,4.7,259,53,4.9,0-0,2,0,2,19:25,40,0,2
296,242830087,Notre Dame,23,home,0,3,2,0,2,0,5,19,10-19,0-2,322,194,11-24,7.2,149,51,2.9,0-0,1,1,0,22:20,Stanford,15,away,1,1,22,0,5,0,9,,,,16,3-14,0-2,334,276,17-38,7.0,67,25,2.7,0-0,0,0,0,14:20,,,
297,242830265,Washington State,38,home,5,1,54,1,4,3,6,11,5-16,0-2,374,231,13-36,6.4,143,26,5.5,0-0,3,1,2,13:12,Oregon,41,away,1,3,30,0,4,3,5,40,0,2,29,9-20,2-3,646,468,36-56,7.8,209,46,4.5,0-0,5,5,0,23:36,,,
298,242830183,Florida State,17,away,1,2,27,0,4,0,5,23,1-10,1-1,427,171,15-26,6.5,258,43,6.0,0-0,3,2,1,17:55,Syracuse,13,home,2,0,-4,0,3,1,7,44,0,1,14,2-13,0-0,265,224,19-28,7.4,58,31,1.9,0-0,2,1,1,18:46,0,0,1
299,242830218,Temple,22,home,0,0,18,0,2,3,2,27,6-18,3-5,458,338,30-45,7.0,144,38,3.8,0-0,0,0,0,18:55,Pittsburgh,27,away,0,2,28,0,5,1,9,,,,16,3-11,0-0,360,248,14-19,12.3,126,37,3.4,0-0,0,0,0,17:34,,,
300,242830238,Vanderbilt,34,home,3,2,7,0,1,1,10,19,4-12,0-1,396,289,14-21,12.4,136,40,3.4,0-0,1,1,0,18:16,Rutgers,37,away,1,3,36,0,3,2,5,,,,24,5-10,0-0,393,367,31-40,8.6,49,27,1.8,0-0,4,3,1,17:59,29,1,1
301,242832641,Texas Tech,70,home,3,4,24,0,4,6,10,25,7-14,1-2,523,455,47-61,7.4,72,15,4.8,0-0,1,0,1,17:58,Nebraska,10,away,0,0,12,0,3,1,4,38,0,1,19,6-19,2-3,292,213,15-42,4.7,93,37,2.5,0-0,8,3,5,18:41,102,0,5
302,242830038,Oklahoma State,42,away,1,2,17,0,4,3,6,15,4-12,0-0,429,193,8-11,17.5,236,43,5.5,0-0,1,0,1,17:50,Colorado,14,home,0,1,23,0,5,1,2,7,0,1,22,3-14,1-4,445,327,28-46,6.9,127,30,4.2,0-0,3,1,2,18:40,34,1,2
303,242832305,Kansas,31,home,1,0,54,0,4,3,7,15,4-13,0-1,238,156,14-27,5.1,101,32,3.2,0-0,3,3,0,16:01,Kansas State,28,away,3,1,5,0,4,2,8,,,,17,3-13,2-2,365,313,19-33,9.3,59,33,1.8,0-0,2,1,1,20:37,0,0,1
304,242830239,Baylor,10,home,0,0,19,0,2,1,4,10,2-15,0-2,173,114,15-31,2.8,85,29,2.9,0-0,5,3,2,14:02,Missouri,30,away,3,0,15,0,4,3,12,48,0,2,19,8-21,2-2,327,151,13-28,5.4,176,52,3.4,0-0,0,0,0,22:38,,,
305,242830066,Texas A&M,34,away,0,1,2,0,2,4,4,20,9-15,0-1,419,257,19-31,8.3,162,37,4.4,0-0,0,0,0,17:58,Iowa State,3,home,0,0,1,0,4,0,3,,,,23,8-19,2-5,303,186,18-43,3.7,142,42,3.4,0-0,2,0,2,18:11,0,0,1
306,242830201,Oklahoma,12,home,4,1,19,0,5,0,6,24,4-14,1-1,414,113,14-27,4.2,301,52,5.8,0-0,3,1,2,22:02,Texas,0,away,1,0,,,,0,,32,0,2,13,6-15,1-2,240,107,8-23,3.7,154,40,3.8,0-0,4,4,0,14:37,,,
307,242812572,Houston,29,away,1,2,18,0,4,1,11,25,5-15,0-0,518,379,19-36,9.6,173,47,3.7,0-0,0,0,0,19:57,Southern Mississippi,35,home,0,2,,,,2,3,,,,22,7-13,0-1,338,178,17-29,6.0,165,38,4.3,0-0,2,1,1,16:13,0,0,1
308,242830349,Army,48,home,4,4,4,0,2,2,6,20,9-14,0-0,554,270,13-21,12.9,284,46,6.2,0-0,1,0,1,19:03,Cincinnati,29,away,0,0,7,0,2,4,3,0,0,1,26,3-10,2-5,536,350,25-39,9.0,186,40,4.7,0-0,5,4,1,17:36,0,0,1
309,242830151,East Carolina,27,home,0,2,98,0,7,1,9,17,5-16,1-2,265,133,13-23,4.7,158,47,3.4,0-0,2,2,0,20:12,Tulane,25,away,2,0,71,1,9,2,1,,,,11,1-12,1-2,266,245,15-28,8.0,43,27,1.6,0-0,2,0,2,15:36,3,0,2
310,242830195,Ohio,13,home,2,0,17,0,4,1,7,19,4-17,0-0,312,284,21-38,6.2,76,37,2.1,0-0,1,0,1,22:00,Marshall,16,away,0,0,47,0,7,0,10,0,1,1,16,3-14,0-0,279,175,20-35,4.9,109,28,3.9,0-0,3,2,1,14:39,0,0,1
311,242830344,Mississippi State,13,home,0,0,8,0,4,1,7,17,4-13,0-1,324,117,10-20,4.9,225,43,5.2,0-0,1,1,0,17:28,UAB,27,away,1,0,75,1,3,2,9,,,,20,3-11,0-0,314,167,13-19,7.9,164,40,4.1,0-0,0,0,0,18:37,,,
312,242820252,UNLV,24,away,4,2,13,0,2,1,6,15,6-19,0-0,259,148,9-27,4.8,129,46,2.8,0-0,2,1,1,17:00,BYU,20,home,1,0,30,0,10,1,8,26,1,1,27,7-21,1-2,449,385,34-68,5.3,91,28,3.3,0-0,5,4,1,19:33,24,0,1
313,242832751,San Diego State,10,away,0,0,52,0,5,1,4,20,3-17,3-3,363,309,28-45,6.6,68,32,2.1,0-0,3,2,1,18:59,Wyoming,20,home,2,0,-4,0,4,2,8,0,0,1,14,3-16,1-2,264,208,16-29,6.6,72,34,2.1,0-0,0,0,0,17:41,,,
314,242832005,Air Force,28,home,0,4,8,0,3,0,4,17,5-14,0-0,334,105,4-9,10.6,239,53,4.5,0-0,0,0,0,19:04,New Mexico,23,away,0,1,79,2,7,0,5,,,,13,4-15,0-3,259,130,9-22,5.4,140,41,3.4,0-0,1,0,1,17:21,26,0,1
315,242832393,Arkansas State,17,away,0,1,17,0,3,1,5,20,4-11,1-1,395,275,19-29,8.7,144,37,3.9,0-0,5,2,3,17:20,Middle Tennessee,45,home,2,2,3,0,2,4,9,13,0,3,27,8-14,0-0,551,463,30-34,13.1,104,36,2.9,0-0,0,0,0,19:20,,,
316,242830328,Utah State,23,home,1,1,152,1,5,1,5,18,7-17,1-4,369,301,22-40,7.3,79,36,2.2,0-0,6,2,4,19:11,North Texas,31,away,2,2,,,,1,7,34,0,3,14,4-14,0-1,343,88,5-12,7.0,259,48,5.4,0-0,1,1,0,17:29,,,
317,242830166,Louisiana,32,away,2,1,,,,2,6,29,10-16,0-0,500,358,29-45,7.4,166,42,4.0,0-0,3,3,0,21:08,New Mexico State,35,home,3,4,1,0,1,1,,,,,22,4-10,1-2,484,274,16-25,11.0,210,42,5.0,0-0,3,2,1,15:17,2,0,1
318,242830070,Louisiana Monroe,16,away,0,1,33,0,7,1,4,13,3-14,1-1,256,139,13-24,5.8,117,33,3.5,0-0,1,1,0,16:07,Idaho,14,home,1,0,44,0,7,2,2,,,,17,3-15,1-2,293,236,25-35,6.0,83,31,2.7,0-0,1,0,1,20:09,0,0,1
319,242832116,Northern Illinois,30,away,2,1,34,0,4,1,12,24,6-14,2-2,407,205,17-30,6.7,205,44,4.7,0-0,3,0,3,17:54,UCF,28,home,0,1,14,0,2,2,4,61,1,3,18,10-17,1-1,323,317,25-33,8.2,51,36,1.4,0-0,3,2,1,18:10,68,1,1
320,242832117,Central Michigan,14,home,0,2,4,0,2,0,2,22,6-17,3-5,401,208,19-35,5.5,210,41,5.1,0-0,2,0,2,18:35,Bowling Green,38,away,0,1,17,0,3,4,8,28,0,2,27,5-11,1-2,510,387,31-42,9.2,123,33,3.7,0-0,0,0,0,18:00,,,
321,242830002,Auburn,52,home,2,2,116,0,5,4,10,18,5-11,0-2,472,312,16-21,13.0,198,40,4.9,0-0,0,0,0,17:57,Louisiana Tech,7,away,0,0,9,0,2,1,1,,,,12,2-14,1-2,222,243,14-25,7.4,37,34,1.1,0-0,4,2,2,18:43,64,1,2
322,242830061,Tennessee,19,away,1,0,41,0,6,2,7,17,5-15,2-2,277,153,12-22,6.8,127,47,2.7,0-0,2,2,0,21:23,Georgia,14,home,2,1,17,0,2,1,2,,,,16,8-18,1-3,265,240,19-41,5.1,56,29,1.9,0-0,1,1,0,15:17,,,
323,242830057,LSU,24,away,0,1,12,0,2,2,6,29,7-16,0-0,464,280,24-38,6.7,210,45,4.7,0-0,3,0,3,22:07,Florida,21,home,0,1,0,0,2,2,3,47,0,3,14,6-14,0-0,236,151,15-33,4.3,94,26,3.6,0-0,0,0,0,14:33,,,
324,242832579,Ole Miss,31,away,1,3,14,0,5,1,7,23,3-13,2-2,414,236,20-34,6.9,178,45,4.0,0-0,1,1,0,19:14,South Carolina,28,home,1,2,3,0,3,2,4,,,,19,4-15,3-4,491,373,15-33,10.6,142,39,3.6,0-0,1,1,0,17:25,,,
325,242830096,Alabama,45,away,4,5,15,0,1,0,9,23,7-16,1-2,387,83,7-11,7.5,304,63,4.8,0-0,0,0,0,24:51,Kentucky,17,home,0,1,8,0,1,1,5,,,,12,1-8,1-1,177,122,7-18,5.6,77,28,2.8,0-0,4,4,0,11:35,,,
326,242830062,Hawai'i,48,home,1,2,80,1,3,3,12,23,5-9,0-0,573,329,21-35,9.2,251,24,10.5,0-0,2,1,1,13:13,Nevada,26,away,1,2,39,0,2,1,8,14,0,1,28,8-17,1-1,491,290,21-39,6.6,233,55,4.2,0-0,3,1,2,23:27,5,0,1
327,242830193,Kent State,27,away,0,0,37,0,5,4,3,22,8-19,1-3,419,402,28-44,8.2,58,36,1.6,0-0,6,5,1,17:28,Miami (OH),47,home,5,2,30,0,3,3,17,10,0,1,23,4-13,0-0,424,330,19-29,10.6,116,38,3.1,0-0,0,0,0,18:32,,,
328,242832006,Buffalo,21,away,0,2,2,0,4,1,3,17,5-15,0-0,308,151,11-20,6.8,172,47,3.7,0-0,0,0,0,21:02,Akron,44,home,0,3,77,0,7,2,8,,,,16,5-12,0-0,374,221,13-23,8.8,172,28,6.1,0-0,0,0,0,15:05,,,
329,242832711,Western Michigan,33,home,2,0,6,0,1,4,9,17,3-9,0-0,397,363,24-43,8.4,34,17,2.0,0-0,5,2,3,13:01,Toledo,59,away,2,5,0,0,1,3,11,16,0,3,36,6-12,1-2,649,324,25-29,10.3,350,64,5.5,0-0,2,2,0,23:38,,,
330,242832050,Eastern Michigan,31,away,0,2,8,0,3,2,7,25,8-16,1-1,537,390,30-46,8.5,147,34,4.3,0-0,1,1,0,19:06,Ball State,24,home,1,2,,,,1,6,,,,24,5-14,0-1,409,297,21-39,6.8,142,35,4.1,0-0,0,0,0,17:12,,,
331,242830278,UTEP,24,away,0,1,0,0,3,1,6,11,4-14,0-0,277,191,12-23,8.0,92,37,2.5,0-0,2,2,0,15:25,Fresno State,21,home,2,2,21,0,8,1,3,,,,16,7-19,1-2,321,137,20-36,3.5,195,39,5.0,0-0,2,0,2,21:17,35,1,2
332,242830242,SMU,10,away,1,0,3,0,1,1,4,15,4-12,0-3,325,229,17-29,7.2,116,32,3.6,0-0,3,1,2,14:21,Rice,44,home,1,6,18,0,3,0,6,40,0,2,23,8-17,3-4,501,5,1-5,1.0,496,77,6.4,0-0,1,1,0,22:19,,,
333,242902426,Notre Dame,27,away,1,2,1,0,4,0,9,20,4-12,0-1,334,130,11-20,6.5,204,44,4.6,0-0,0,0,0,18:35,Navy,9,home,0,1,28,0,4,0,3,,,,17,8-15,0-2,260,65,3-6,7.3,216,61,3.5,0-0,1,1,0,18:01,,,
334,242900120,NC State,13,away,0,1,24,0,6,0,7,18,7-18,0-0,303,208,13-30,6.9,95,45,2.1,0-0,1,1,0,19:29,Maryland,3,home,1,0,10,0,2,0,3,,,,5,2-17,0-1,91,55,7-19,1.3,67,37,1.8,0-0,0,0,0,17:11,,,
335,242900059,Georgia Tech,24,home,2,1,33,0,3,2,6,17,3-11,0-1,330,147,11-21,7.0,183,38,4.8,0-0,3,1,2,17:18,Duke,7,away,1,0,,,,0,1,0,0,2,13,3-16,0-0,184,140,11-23,4.3,84,40,2.1,0-0,2,2,0,19:22,,,
336,242900254,Utah,46,home,1,2,23,0,4,4,8,35,6-11,0-0,669,383,31-40,9.5,288,46,6.3,0-0,2,1,1,21:14,North Carolina,16,away,1,2,0,0,1,0,4,2,0,1,14,4-14,1-2,221,181,16-34,5.1,48,27,1.8,0-0,2,1,1,15:26,0,0,1
337,242900228,Utah State,6,away,0,1,1,0,2,0,,13,2-13,0-0,139,243,16-31,5.1,-20,30,-0.7,0-0,1,0,1,17:24,Clemson,35,home,0,4,86,0,4,0,5,30,0,1,20,5-15,1-1,379,180,15-24,7.5,200,48,4.2,0-0,2,0,2,19:15,53,0,2
338,242900127,Minnesota,17,away,1,0,,,,2,5,16,1-13,1-4,313,231,11-33,6.4,102,29,3.5,0-0,2,0,2,13:00,Michigan State,51,home,0,3,2,0,4,3,15,6,0,2,31,10-15,0-0,636,312,21-32,9.8,324,52,6.2,0-0,3,1,2,22:43,29,0,2
339,242900356,Michigan,30,away,1,3,14,0,2,1,4,23,8-20,2-4,408,122,14-27,4.2,294,61,4.8,0-0,2,0,2,22:35,Illinois,19,home,0,1,,,,1,5,100,0,2,19,4-16,1-2,254,163,20-40,3.9,98,30,3.3,0-0,4,1,3,14:05,58,0,3
340,242902509,Purdue,17,home,0,1,15,0,4,1,5,26,9-18,1-1,367,260,25-45,5.2,132,40,3.3,0-0,4,3,1,19:53,Wisconsin,20,away,3,1,4,0,2,1,2,16,0,1,16,6-14,0-0,295,211,17-32,6.6,84,30,2.8,0-0,1,0,1,16:42,44,0,1
341,242902294,Ohio State,7,away,1,0,,,,1,1,12,3-13,0-1,177,159,14-26,5.8,27,29,0.9,0-0,3,2,1,15:20,Iowa,33,home,2,1,,,,3,9,0,0,1,24,6-16,0-1,448,341,26-39,8.5,117,37,3.2,0-0,1,1,0,20:36,,,
342,242900052,Florida State,36,home,0,3,68,0,7,1,10,23,4-12,1-1,470,284,21-27,10.3,192,39,4.9,0-0,0,0,0,18:40,Virginia,3,away,0,0,28,0,3,0,,,,,18,6-15,0-0,281,297,26-38,6.9,20,29,0.7,0-0,1,0,1,17:32,3,0,1
343,242900030,Arizona State,7,away,1,1,8,0,1,0,1,13,5-17,2-4,243,264,23-39,5.6,24,30,0.8,0-0,2,0,2,18:31,USC,45,home,0,1,49,0,5,5,9,41,0,2,23,3-9,0-2,446,311,17-28,10.8,145,38,3.8,0-0,1,1,0,18:07,,,
344,242900025,California,45,home,1,2,5,0,2,4,9,26,5-13,1-2,550,265,19-30,8.7,290,43,6.7,0-0,1,1,0,20:36,UCLA,28,away,1,0,44,0,4,4,4,,,,19,3-13,1-3,378,309,20-36,8.3,79,30,2.6,0-0,1,1,0,16:11,,,
345,242900264,Oregon State,29,away,5,1,0,0,3,1,17,21,8-20,0-0,387,298,26-40,7.2,101,36,2.8,0-0,3,3,0,21:35,Washington,14,home,3,0,23,0,5,2,2,,,,18,6-15,1-2,345,241,13-36,6.2,121,35,3.5,0-0,8,5,3,15:04,0,0,3
346,242900265,Washington State,17,home,0,1,77,0,5,1,5,19,4-14,0-2,437,273,18-36,7.1,180,36,5.0,0-0,4,1,3,17:04,Stanford,23,away,1,1,4,0,3,1,11,11,0,3,19,3-14,0-0,383,256,16-33,7.4,139,41,3.4,0-0,1,0,1,19:36,3,0,1
347,242902483,Oregon,28,home,0,3,90,0,4,1,4,21,7-14,0-2,492,338,21-30,11.2,156,42,3.7,0-0,2,2,0,19:40,Arizona,14,away,2,1,3,0,2,0,2,,,,16,4-15,1-2,266,175,14-34,4.6,110,33,3.3,0-0,3,0,3,16:59,1,0,3
348,242900221,Boston College,17,away,1,0,8,0,2,2,5,20,5-18,1-3,423,385,32-53,6.9,56,32,1.8,0-0,3,3,0,21:06,Pittsburgh,20,home,3,2,20,0,5,0,8,,,,14,4-16,1-1,308,131,12-27,4.9,177,42,4.2,0-0,1,1,0,15:34,,,
349,242900164,Temple,6,away,1,0,4,0,2,0,6,17,6-19,0-1,360,248,21-39,5.6,141,41,3.4,0-0,6,4,2,19:33,Rutgers,16,home,4,0,7,0,1,1,10,5,0,1,10,3-15,0-0,283,204,18-31,6.2,90,32,2.8,0-0,5,1,4,16:23,17,0,4
350,242870041,Connecticut,19,home,1,0,9,0,1,2,7,17,6-20,1-3,365,277,24-47,5.7,97,32,3.0,0-0,3,0,3,17:41,West Virginia,31,away,0,2,20,0,3,1,7,61,1,3,20,5-12,0-0,462,152,12-20,6.9,324,49,6.6,0-0,2,1,1,18:59,21,0,1
351,242900158,Baylor,27,away,0,1,4,0,3,0,9,22,6-17,0-0,400,309,25-40,7.5,100,38,2.6,0-0,3,2,1,19:26,Nebraska,59,home,2,3,17,0,2,5,11,44,0,1,19,6-13,2-3,511,349,13-20,17.1,169,42,4.0,0-0,0,0,0,16:29,,,
352,242900038,Iowa State,14,away,0,0,58,0,6,1,2,24,10-21,0-2,403,268,16-33,7.2,164,47,3.5,0-0,4,3,1,18:25,Colorado,19,home,3,0,43,0,4,1,13,7,0,1,17,6-16,0-0,304,163,18-34,4.8,141,34,4.1,0-0,3,0,3,18:08,70,1,3
353,242902306,Oklahoma,31,away,3,0,30,0,5,4,7,23,8-17,1-1,405,258,20-31,8.3,149,44,3.4,0-0,1,0,1,19:20,Kansas State,21,home,0,1,7,0,5,1,3,27,1,1,17,4-14,0-1,247,274,21-41,6.0,1,25,0.0,0-0,3,3,0,17:21,,,
354,242900251,Texas,28,home,0,3,6,0,2,0,4,15,3-12,0-0,299,119,8-20,5.3,193,39,4.9,0-0,3,1,2,15:35,Missouri,20,away,1,2,6,0,3,1,2,26,0,2,18,7-20,1-4,358,205,20-34,5.4,173,47,3.7,0-0,2,0,2,21:06,66,1,2
355,242900197,Oklahoma State,20,home,0,2,0,0,3,1,2,24,8-17,1-3,384,216,15-26,7.8,182,53,3.4,0-0,2,2,0,21:35,Texas A&M,36,away,2,3,5,0,2,2,6,,,,20,7-14,1-2,479,288,19-25,11.5,191,38,5.0,0-0,0,0,0,15:05,,,
356,242900333,Alabama,27,home,1,2,66,0,8,1,9,13,5-13,0-1,334,83,4-9,8.0,262,51,5.1,0-0,1,0,1,21:11,Southern Mississippi,3,away,0,0,3,0,1,0,3,0,0,1,12,2-13,1-1,171,29,6-23,1.0,148,37,4.0,0-0,2,1,1,15:29,31,0,1
